,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
167,Channel Islands,625,2,48,0,545,0,32,0,3589,276,68985,396188,174122,279,3628,3,Europe
168,Martinique,596,0,16,0,98,0,482,3,1588,43,12227,32586,375217,630,23451,31,North America
169,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,59993732,117866,2856844,0,Africa
170,Taiwan,487,0,7,0,462,0,18,0,20,0,86983,3651,23823900,48920,3403414,274,Asia
171,Turks and Caicos,482,18,3,0,102,0,377,3,12422,77,2278,58710,38801,81,12934,17,North America
172,French Polynesia,482,67,0,0,202,0,280,3,1714,0,14029,49895,281173,583,0,20,Australia/Oceania
173,Papua New Guinea,453,29,5,1,232,0,216,0,50,0,15592,1738,8973676,19809,1794735,576,Australia/Oceania
174,Sint Maarten,444,2,17,0,179,0,248,8,10337,396,2281,53103,42954,97,2527,19,North America
175,Burundi,433,2,1,0,345,0,87,0,36,0,22093,1850,11944567,27586,11944567,541,Africa
176,Comoros,422,0,7,0,399,0,16,0,484,8,0,0,872493,2068,124642,0,Africa
177,Faeroe Islands,411,0,0,0,361,3,50,2,8406,0,91793,1877388,48894,119,0,1,Europe
178,Mauritius,355,0,10,0,335,0,10,0,279,8,227409,178764,1272117,3583,127212,6,Africa
179,Isle of Man,336,0,24,0,312,0,0,0,3948,282,9840,115619,85107,253,3546,9,Europe
180,Eritrea,317,0,0,0,284,0,33,0,89,0,0,0,3554260,11212,0,0,Africa
181,Mongolia,301,0,0,0,291,0,10,1,92,0,52127,15860,3286664,10919,0,63,Asia
182,Gibraltar,274,2,0,0,221,5,53,0,8133,0,32938,977708,33689,123,0,1,Europe
183,Cambodia,273,0,0,0,265,1,8,1,16,0,93462,5578,16755919,61377,0,179,Asia
184,Saint Martin,213,15,5,0,79,27,129,11,5494,129,2756,71086,38770,182,7754,14,North America
185,Cayman Islands,205,0,1,0,202,0,2,0,3113,15,35195,534505,65846,321,65846,2,North America
186,Bhutan,184,1,0,0,119,1,65,0,238,0,97115,125638,772976,4201,0,8,Asia
187,Bermuda,168,0,9,0,151,0,8,0,2699,145,42710,686226,62239,370,6915,1,North America
188,Barbados,166,1,7,0,141,1,18,0,578,24,16538,57537,287433,1732,41062,17,North America
189,Brunei,144,0,3,0,139,0,2,0,329,7,51103,116632,438156,3043,146052,9,Asia
190,Seychelles,136,0,0,0,127,0,9,0,1381,0,0,0,98446,724,0,0,Africa
191,Monaco,125,0,1,0,86,0,38,1,3182,25,51953,1322397,39287,314,39287,1,Europe
192,Liechtenstein,106,1,1,0,96,0,9,0,2779,26,900,23594,38146,360,38146,42,Europe
193,Antigua and Barbuda,94,0,3,0,89,0,2,1,959,31,1875,19121,98061,1043,32687,52,North America
194,St. Vincent Grenadines,60,0,0,0,57,0,3,0,541,0,3315,29865,110998,1850,0,33,North America
195,Curaçao,57,4,1,0,35,1,21,0,347,6,1080,6577,164203,2881,164203,152,North America
196,Macao,46,0,0,0,46,0,0,0,71,0,4071,6256,650750,14147,0,160,Asia
197,British Virgin Islands,35,9,1,0,8,0,26,0,1156,33,2853,94270,30264,865,30264,11,North America
198,Fiji,28,0,2,0,23,0,3,0,31,2,6693,7457,897503,32054,448752,134,Australia/Oceania
199,Timor-Leste,27,0,0,0,25,0,2,0,20,0,5146,3891,1322393,48978,0,257,Asia
200,Saint Lucia,26,0,0,0,25,0,1,0,141,0,5323,28966,183765,7068,0,35,North America
201,Grenada,24,0,0,0,24,0,0,0,213,0,6252,55520,112609,4692,0,18,North America
