,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
40,Belarus,70974,247,657,5,69378,281,939,0,7511,70,1487902,157469,9448832,133,14382,6,Europe
41,Guatemala,70714,1063,2662,32,58783,892,9269,5,3936,148,229882,12796,17965034,254,6749,78,North America
42,Netherlands,68114,571,6215,8,0,0,0,47,3974,363,1455274,84901,17140820,252,2758,12,Europe
43,UAE,68020,399,378,1,59070,316,8572,0,6865,38,6687414,674910,9908607,146,26213,1,Asia
44,Japan,63822,701,1209,13,51688,1257,10925,246,505,10,1376783,10891,126414792,1981,104561,92,Asia
45,Poland,63802,729,1994,17,43399,615,18409,79,1686,53,2577726,68122,37840044,593,18977,15,Europe
46,Singapore,56495,60,27,0,54971,155,1497,0,9645,5,1832813,312903,5857443,104,216942,3,Asia
47,Portugal,56274,362,1807,2,41184,163,13283,38,5521,177,1958651,192176,10191976,181,5640,5,Europe
48,Honduras,55877,398,1703,20,9124,568,45050,47,5628,172,135216,13619,9928318,178,5830,73,North America
49,Morocco,55864,1336,984,29,40586,2293,14294,31,1511,27,1824251,49334,36977260,662,37579,20,Africa
50,Nigeria,53021,221,1010,3,40281,317,11730,7,256,5,388346,1877,206886336,3902,204838,533,Africa
51,Bahrain,50393,317,186,0,47049,376,3158,30,29471,109,1067907,624537,1709919,34,9193,2,Asia
52,Ethiopia,45221,1533,725,16,16311,515,28185,327,392,6,813410,7050,115379816,2551,159145,142,Africa
53,Ghana,43769,52,270,0,42048,205,1451,5,1404,9,437001,14020,31168998,712,115441,71,Africa
54,Kyrgyzstan,43358,113,1057,0,37217,292,5084,24,6629,162,267718,40933,6540366,151,6188,24,Asia
55,Armenia,43067,131,861,3,36726,251,5480,0,14529,290,198569,66991,2964113,69,3443,15,Asia
56,Algeria,42619,391,1465,9,29886,299,11268,28,969,33,0,0,43969404,1032,30013,0,Africa
57,Venezuela,41965,807,351,8,32931,916,8683,86,1476,12,1723801,60648,28423116,677,80978,16,South America
58,Switzerland,40645,383,2003,1,34800,400,3842,18,4691,231,962895,111132,8664406,213,4326,9,Europe
59,Uzbekistan,39964,323,291,7,36402,533,3271,249,1191,9,1377915,41080,33542544,839,115266,24,Asia
60,Afghanistan,38113,43,1401,4,29042,602,7670,31,976,36,101893,2609,39057472,1025,27878,383,Asia
61,Costa Rica,36307,1002,386,10,13317,245,22604,143,7117,76,136154,26690,5101269,141,13216,37,North America
62,Azerbaijan,35707,148,522,1,33281,91,1904,0,3517,51,892070,87861,10153232,284,19451,11,Asia
63,Moldova,34982,624,967,7,24156,287,9859,575,8675,240,183923,45610,4032473,115,4170,22,Europe
64,Nepal,34418,885,175,11,19504,385,14739,0,1178,6,635252,21744,29215160,849,166944,46,Asia
65,Kenya,33016,213,564,5,19296,241,13156,44,612,10,429513,7962,53946032,1634,95649,126,Africa
66,Serbia,30974,154,707,2,29343,211,924,37,3547,81,895507,102558,8731751,282,12350,10,Europe
67,Ireland,28363,162,1777,0,23364,0,3222,5,5734,359,790298,159778,4946213,174,2783,6,Europe
68,Austria,26033,327,733,0,22145,257,3155,23,2888,81,1110089,123146,9014380,346,12298,8,Europe
69,Australia,25204,151,549,24,20100,286,4555,46,987,21,5886412,230433,25545026,1014,46530,4,Australia/Oceania
70,El Salvador,25140,154,687,9,13046,329,11407,297,3873,106,303031,46683,6491298,258,9449,21,North America
71,Czechia,22951,403,418,2,16954,292,5579,31,2143,39,861392,80413,10712102,467,25627,12,Europe
72,Palestine,20155,477,137,4,13929,767,6089,0,3937,27,214862,41975,5118838,254,37364,24,Asia
73,Cameroon,18973,0,410,0,16540,0,2023,30,712,15,149000,5593,26642406,1404,64981,179,Africa
74,Bosnia and Herzegovina,18609,283,571,11,12336,255,5702,0,5678,174,178652,54508,3277541,176,5740,18,Europe
75,S. Korea,18265,320,312,2,14368,82,3585,43,356,6,1849506,36070,51276136,2807,164347,28,Asia
76,Ivory Coast,17603,41,114,0,15941,33,1548,0,665,4,122975,4645,26473752,1504,232226,215,Africa
77,Denmark,16537,57,623,0,14603,138,1311,3,2853,107,2281780,393723,5795391,350,9302,3,Europe
78,Bulgaria,15751,162,586,14,10750,149,4415,60,2270,84,384450,55396,6940012,441,11843,18,Europe
79,Paraguay,14872,644,247,16,8134,251,6491,67,2081,35,180606,25274,7145877,480,28931,40,South America
80,Madagascar,14554,79,181,3,13582,90,791,68,524,7,56065,2017,27794736,1910,153562,496,Africa
81,Lebanon,14248,561,139,1,3955,232,10154,77,2089,20,484150,70984,6820558,479,49069,14,Asia
82,North Macedonia,13914,115,578,5,10507,297,2829,5,6679,277,142158,68235,2083360,150,3604,15,Europe
83,Senegal,13186,130,275,1,8852,137,4059,43,785,16,140032,8331,16808072,1275,61120,120,Africa
84,Sudan,12974,0,819,0,6557,0,5598,0,295,19,401,9,43999632,3391,53724,109725,Africa
85,Libya,11834,553,210,7,1152,40,10472,0,1719,30,101310,14714,6885460,582,32788,68,Africa
86,Zambia,11376,91,282,0,10693,293,401,0,616,15,107446,5821,18458372,1623,65455,172,Africa
87,Norway,10504,50,264,0,9150,0,1090,1,1935,49,653756,120446,5427784,517,20560,8,Europe
88,DRC,9912,21,254,3,8987,15,671,0,110,3,0,0,89951640,9075,354140,0,Africa
89,Malaysia,9291,6,125,0,8978,7,188,9,287,4,1191500,36742,32429032,3490,259432,27,Asia
90,Greece,9280,293,248,5,3804,0,5228,33,891,24,887991,85262,10414904,1122,41996,12,Europe
91,Guinea,9167,39,57,0,8150,110,960,24,695,4,22486,1705,13184441,1438,231306,586,Africa
92,French Guiana,8936,32,56,0,8461,62,419,17,29806,187,50844,169588,299809,34,5354,6,South America
93,Albania,8927,168,263,4,4633,103,4031,19,3103,91,54353,18890,2877299,322,10940,53,Europe
94,Croatia,8888,358,175,0,6362,238,2351,10,2167,43,157387,38376,4101200,461,23435,26,Europe
95,Gabon,8468,59,53,0,7066,107,1349,2,3791,24,113295,50727,2233441,264,42140,20,Africa
96,Tajikistan,8413,34,67,0,7214,35,1132,0,879,7,0,0,9569203,1137,142824,0,Asia
97,Haiti,8122,10,197,1,5677,53,2248,0,711,17,22742,1991,11423698,1407,57988,502,North America
98,Finland,8002,21,335,0,7200,100,467,1,1444,60,596091,107557,5542073,693,16544,9,Europe
99,Luxembourg,7928,90,124,0,7140,26,664,2,12634,198,741807,1182146,627509,79,5061,1,Europe
100,Maldives,7225,178,28,0,4561,122,2636,12,13331,52,106909,197260,541969,75,19356,5,Asia
101,Mauritania,6977,17,158,0,6356,35,463,3,1495,34,69554,14902,4667429,669,29541,67,Africa
102,Namibia,6431,271,59,2,2734,2,3638,10,2524,23,55054,21609,2547782,396,43183,46,Africa
103,Zimbabwe,6251,55,179,13,5001,40,1071,0,420,12,149748,10053,14895631,2383,83216,99,Africa
104,Malawi,5474,51,173,3,3085,19,2216,4,285,9,43503,2266,19201940,3508,110994,441,Africa
105,Djibouti,5383,0,60,0,5297,15,26,0,5436,61,66035,66690,990172,184,16503,15,Africa
106,Hungary,5288,73,614,0,3734,18,940,7,548,64,405067,41948,9656450,1826,15727,24,Europe
107,Equatorial Guinea,4928,2,83,0,3798,3,1047,1,3496,59,51597,36606,1409533,286,16982,27,Africa
108,Hong Kong,4736,25,78,1,4161,53,497,27,631,10,780415,103967,7506361,1585,96235,10,Asia
109,CAR,4698,7,61,0,1778,5,2859,2,970,13,30944,6390,4842346,1031,79383,156,Africa
110,Montenegro,4499,55,88,1,3558,78,853,0,7163,140,46380,73844,628079,140,7137,14,Europe
111,Nicaragua,4494,0,137,0,2913,0,1444,0,677,21,0,0,6636568,1477,48442,0,North America
112,Eswatini,4387,60,88,2,3078,119,1221,11,3775,76,29339,25249,1162004,265,13205,40,Africa
113,Congo,3979,0,78,0,1742,0,2159,0,718,14,0,0,5537950,1392,70999,0,Africa
114,Cuba,3759,15,92,1,3159,57,508,3,332,8,369889,32660,11325522,3013,123104,31,North America
115,Suriname,3724,26,62,1,2863,45,799,23,6339,106,7337,12490,587440,158,9475,80,South America
116,Cabo Verde,3630,62,38,1,2713,40,879,0,6518,68,76576,137502,556910,153,14656,7,Africa
117,Rwanda,3625,88,15,0,1810,4,1800,0,279,1,383481,29500,12999144,3586,866610,34,Africa
118,Mozambique,3590,82,21,0,1927,118,1642,0,114,0,90566,2886,31381998,8742,1494381,347,Africa
119,Slovakia,3536,84,33,0,2192,25,1311,10,648,6,319944,58597,5460059,1544,165456,17,Europe
120,Thailand,3403,1,58,0,3237,8,108,1,49,0,749213,10729,69827440,20519,1203921,93,Asia
121,Somalia,3275,0,95,0,2443,0,737,0,205,6,0,0,15957335,4872,167972,0,Africa
122,Mayotte,3237,0,39,0,2964,0,234,1,11823,142,13000,47484,273779,85,7020,21,Africa
123,Tunisia,3206,137,71,0,1476,20,1659,8,271,6,131355,11096,11837554,3692,166726,90,Africa
124,Sri Lanka,2984,13,12,0,2819,3,153,1,139,0,213462,9962,21427256,7181,1785605,100,Asia
125,Lithuania,2726,32,85,0,1794,9,847,5,1004,31,618405,227685,2716061,996,31954,4,Europe
126,Slovenia,2722,36,133,0,2170,31,419,0,1309,64,153502,73835,2078983,764,15631,14,Europe
127,Mali,2717,4,126,1,2052,11,539,0,134,6,35336,1738,20334904,7484,161388,575,Africa
128,Gambia,2708,22,93,3,611,10,2004,0,1116,38,11925,4915,2426478,896,26091,203,Africa
129,Uganda,2524,98,26,1,1268,1,1230,0,55,0,359289,7820,45947168,18204,1767199,128,Africa
130,South Sudan,2510,3,47,0,1290,0,1173,0,224,4,12044,1074,11213741,4468,238590,931,Africa
131,Syria,2440,75,98,3,550,17,1792,0,139,6,0,0,17562900,7198,179213,0,Asia
132,Angola,2332,49,103,1,977,0,1252,24,71,3,64747,1961,33012430,14156,320509,510,Africa
133,Estonia,2311,17,64,0,2054,16,193,0,1742,48,143498,108164,1326676,574,20729,9,Europe
134,Guinea-Bissau,2205,56,34,1,1127,112,1044,5,1117,17,1500,760,1974826,896,58083,1317,Africa
135,Benin,2145,30,40,1,1738,33,367,0,176,3,118206,9713,12169387,5673,304235,103,Africa
136,Iceland,2082,5,10,0,1957,4,115,0,6095,29,205935,602879,341586,164,34159,2,Europe
137,Sierra Leone,2003,2,69,0,1577,8,357,0,250,9,0,0,8001050,3995,115957,0,Africa
138,Yemen,1930,6,560,3,1097,6,273,0,64,19,120,4,29922876,15504,53434,249357,Asia
139,Bahamas,1813,15,48,2,634,0,1131,83,4604,122,10192,25880,393821,217,8205,39,North America
140,Aruba,1760,90,8,0,587,22,1165,7,16474,75,19887,186143,106837,61,13355,5,North America
141,Jordan,1756,40,15,1,1355,11,386,3,172,1,777222,76059,10218668,5819,681245,13,Asia
142,Malta,1751,46,10,0,1077,48,664,0,3964,23,179703,406819,441727,252,44173,2,Europe
143,Jamaica,1732,120,19,3,840,21,873,3,585,6,54658,18446,2963182,1711,155957,54,North America
144,New Zealand,1695,5,22,0,1539,0,134,10,339,4,710063,141953,5002100,2951,227368,7,Australia/Oceania
145,Botswana,1633,71,6,3,224,25,1403,1,692,3,109547,46444,2358675,1444,393113,22,Africa
146,Uruguay,1543,7,43,0,1322,13,178,4,444,12,164738,47398,3475612,2253,80828,21,South America
147,Cyprus,1484,10,20,0,935,0,529,5,1228,17,286736,237223,1208718,815,60436,4,Asia
148,Georgia,1436,7,19,0,1150,0,267,0,360,5,341166,85549,3987951,2777,209892,12,Asia
149,Trinidad and Tobago,1411,159,15,0,192,14,1204,6,1008,11,22255,15894,1400197,992,93346,63,North America
150,Réunion,1372,80,6,0,692,0,674,3,1531,7,35419,39517,896300,653,149383,25,Africa
151,Latvia,1360,18,33,0,1135,0,192,0,722,18,242823,128969,1882804,1384,57055,8,Europe
152,Burkina Faso,1352,14,55,0,1058,8,239,0,64,3,0,0,20986290,15522,381569,0,Africa
153,Togo,1326,17,27,0,946,27,353,2,160,3,61113,7357,8307213,6265,307675,136,Africa
154,Liberia,1298,3,82,0,832,11,384,0,256,16,0,0,5075131,3910,61892,0,Africa
155,Niger,1173,0,69,0,1084,0,20,0,48,3,9052,372,24329608,20741,352603,2688,Africa
156,Andorra,1098,38,53,0,893,16,152,3,14207,686,137457,1778596,77284,70,1458,1,Europe
157,Guyana,1093,33,31,0,534,11,528,9,1389,39,7373,9367,787143,720,25392,107,South America
158,Lesotho,1051,2,31,1,526,54,494,0,490,14,15023,7004,2144869,2041,69189,143,Africa
159,Vietnam,1034,5,29,2,632,40,373,0,11,0,1009145,10353,97473280,94268,3361148,97,Asia
160,Chad,998,3,77,0,873,2,48,0,61,5,0,0,16493826,16527,214206,0,Africa
161,Guadeloupe,935,0,15,0,289,0,631,6,2337,37,27868,69646,400135,428,26676,14,North America
162,Sao Tome and Principe,892,0,15,0,842,9,35,0,4059,68,3601,16386,219766,246,14651,61,Africa
163,Belize,760,30,11,1,54,6,695,8,1906,28,7034,17642,398707,525,36246,57,North America
164,Diamond Princess,712,0,13,0,651,0,48,4,0,0,0,0,0,0,0,0,N/A
165,San Marino,710,0,42,0,658,0,10,0,20918,1237,6678,196747,33942,48,808,5,Europe
166,Channel Islands,623,3,48,0,545,0,30,0,3578,276,68985,396217,174109,279,3627,3,Europe
167,Martinique,596,132,16,0,98,0,482,3,1588,43,12227,32586,375219,630,23451,31,North America
168,Myanmar,580,76,6,0,345,4,229,0,11,0,149861,2751,54466288,93907,9077715,363,Asia
169,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,59979728,117838,2856178,0,Africa
170,Taiwan,487,0,7,0,462,5,18,0,20,0,86602,3635,23823548,48919,3403364,275,Asia
171,Turks and Caicos,431,48,2,0,102,0,327,3,11109,52,2160,55676,38796,90,19398,18,North America
172,Burundi,430,0,1,0,345,0,84,0,36,0,22093,1850,11941652,27771,11941652,541,Africa
173,Papua New Guinea,419,0,4,0,232,0,183,0,47,0,14676,1636,8972284,21414,2243071,611,Australia/Oceania
174,Sint Maarten,418,10,17,0,148,1,253,8,9732,396,2205,51339,42950,103,2526,19,North America
175,Comoros,417,0,7,0,399,0,11,0,478,8,0,0,872340,2092,124620,0,Africa
176,French Polynesia,415,43,0,0,202,54,213,3,1476,0,13488,47973,281160,677,0,21,Australia/Oceania
177,Faeroe Islands,411,0,0,0,357,13,54,2,8406,0,89790,1836497,48892,119,0,1,Europe
178,Mauritius,354,6,10,0,335,0,9,0,278,8,226763,178259,1272100,3594,127210,6,Africa
179,Isle of Man,336,0,24,0,312,0,0,0,3948,282,9794,115084,85103,253,3546,9,Europe
180,Eritrea,315,0,0,0,276,0,39,0,89,0,0,0,3553858,11282,0,0,Africa
181,Mongolia,300,2,0,0,289,0,11,1,91,0,51103,15551,3286231,10954,0,64,Asia
182,Cambodia,273,0,0,0,264,1,9,1,16,0,91159,5441,16754022,61370,0,184,Asia
183,Gibraltar,270,14,0,0,203,0,67,0,8014,0,31747,942355,33689,125,0,1,Europe
184,Cayman Islands,205,0,1,0,202,0,2,0,3114,15,34815,528782,65840,321,65840,2,North America
185,Saint Martin,198,0,5,0,52,0,141,11,5108,129,2756,71095,38765,196,7753,14,North America
186,Bhutan,173,17,0,0,118,1,55,0,224,0,90559,117167,772907,4468,0,9,Asia
187,Bermuda,168,0,9,0,151,0,8,0,2699,145,40926,657541,62241,370,6916,2,North America
188,Barbados,165,1,7,0,139,7,19,0,574,24,16162,56229,287430,1742,41061,18,North America
189,Brunei,144,0,3,0,139,0,2,0,329,7,49856,113795,438122,3043,146041,9,Asia
190,Seychelles,136,0,0,0,127,0,9,0,1382,0,0,0,98441,724,0,0,Africa
191,Monaco,122,1,1,0,85,0,36,1,3106,25,51953,1322464,39285,322,39285,1,Europe
192,Liechtenstein,102,0,1,0,94,0,7,0,2674,26,900,23594,38145,374,38145,42,Europe
193,Antigua and Barbuda,94,0,3,0,89,0,2,1,959,31,1875,19122,98054,1043,32685,52,North America
194,St. Vincent Grenadines,58,0,0,0,57,0,1,0,523,0,3214,28956,110995,1914,0,35,North America
195,Curaçao,49,2,1,0,34,0,14,0,298,6,1080,6577,164198,3351,164198,152,North America
196,Macao,46,0,0,0,46,0,0,0,71,0,4071,6257,650677,14145,0,160,Asia
197,Fiji,28,0,1,0,23,0,4,0,31,1,6693,7458,897449,32052,897449,134,Australia/Oceania
198,British Virgin Islands,26,0,1,0,8,0,17,0,859,33,2092,69130,30262,1164,30262,14,North America
199,Saint Lucia,26,0,0,0,25,0,1,0,141,0,5269,28674,183758,7068,0,35,North America
200,Timor-Leste,26,0,0,0,25,0,1,0,20,0,5146,3892,1322186,50853,0,257,Asia
201,Grenada,24,0,0,0,24,0,0,0,213,0,6252,55522,112604,4692,0,18,North America
202,New Caledonia,23,0,0,0,23,0,0,0,80,0,12370,43264,285919,12431,0,23,Australia/Oceania
203,Laos,22,0,0,0,21,0,1,0,3,0,37450,5136,7291522,331433,0,195,Asia
204,Dominica,20,0,0,0,18,0,2,0,278,0,2022,28078,72014,3601,0,36,North America
205,St. Barth,17,0,0,0,9,0,8,0,1720,0,2075,209978,9882,581,0,5,North America
206,Saint Kitts and Nevis,17,0,0,0,17,0,0,0,319,0,1430,26851,53257,3133,0,37,North America
207,Greenland,14,0,0,0,14,0,0,0,247,0,6591,116069,56785,4056,0,9,North America
208,Montserrat,13,0,1,0,12,0,0,0,2604,200,61,12220,4992,384,4992,82,North America
209,Caribbean Netherlands,13,0,0,0,7,0,6,0,495,0,424,16146,26260,2020,0,62,North America
210,Falkland Islands,13,0,0,0,13,0,0,0,3720,0,2256,645494,3495,269,0,2,South America
211,Vatican City,12,0,0,0,12,0,0,0,14981,0,0,0,801,67,0,0,Europe
212,Western Sahara,10,0,1,0,8,0,1,0,17,2,0,0,599487,59949,599487,0,Africa
213,MS Zaandam,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,N/A
214,Saint Pierre Miquelon,5,0,0,0,1,0,4,0,864,0,0,0,5789,1158,0,0,North America
215,Anguilla,3,0,0,0,3,0,0,0,200,0,662,44063,15024,5008,0,23,North America
