,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
28,Bolivia,89055,1164,3587,63,28904,765,56564,71,7618,307,189172,16183,11689329,131,3259,62,South America
29,China,84619,23,4634,0,79168,45,817,43,59,3,90410000,62814,1439323776,17009,310601,16,Asia
30,Israel,82515,191,597,4,57483,412,24435,394,8971,65,1872453,203581,9197590,111,15406,5,Asia
31,Sweden,82323,0,5763,0,0,0,0,34,8146,570,863315,85426,10105940,123,1754,12,Europe
32,Oman,81357,0,509,0,73481,0,7367,173,15893,99,309212,60403,5119158,63,10057,17,Asia
33,Ukraine,79750,0,1879,0,43655,0,34216,143,1825,43,1154378,26413,43704432,548,23259,38,Europe
34,Dominican Republic,78778,0,1289,0,42538,0,34951,317,7254,119,290267,26730,10859242,138,8425,37,North America
35,Panama,73651,0,1609,0,47484,0,24558,161,17042,372,247212,57203,4321653,59,2686,17,North America
36,Belgium,73401,617,9870,4,17766,38,45765,69,6330,851,1819137,156890,11595014,158,1175,6,Europe
37,Kuwait,71199,0,474,0,62806,0,7919,125,16647,111,529130,123715,4277004,60,9023,8,Asia
38,Belarus,68738,0,585,0,64744,0,3409,0,7275,62,1363011,144249,9448984,137,16152,7,Europe
39,UAE,62300,0,356,0,56245,0,5699,0,6291,36,5439157,549258,9902732,159,27817,2,Asia
40,Romania,60623,0,2659,0,29872,0,28092,448,3154,138,1364759,70995,19223326,317,7230,14,Europe
41,Netherlands,57987,0,6157,0,0,0,0,38,3383,359,1079860,63006,17138962,296,2784,16,Europe
42,Guatemala,56189,0,2197,0,44072,0,9920,5,3131,122,176400,9828,17948712,319,8170,102,North America
43,Singapore,55104,175,27,0,48583,0,6494,0,9411,5,1474372,251806,5855183,106,216859,4,Asia
44,Portugal,52537,0,1750,0,38364,0,12423,33,5154,172,1705474,167311,10193431,194,5825,6,Europe
45,Poland,51791,624,1807,7,36691,288,13293,73,1369,48,2199085,58112,37842076,731,20942,17,Europe
46,Honduras,46973,608,1476,11,6428,73,39069,35,4735,149,115059,11598,9920565,211,6721,86,North America
47,Nigeria,46140,0,942,0,33044,0,12154,7,223,5,310729,1504,206634304,4478,219357,665,Africa
48,Japan,45439,0,1039,0,31307,0,13093,140,359,8,986101,7799,126433752,2782,121688,128,Asia
49,Bahrain,43629,0,162,1,40549,0,2918,36,25559,95,892926,523098,1706994,39,10537,2,Asia
50,Ghana,40533,0,206,0,37702,0,2625,7,1302,7,409373,13147,31137036,768,151151,76,Africa
51,Armenia,40410,225,791,6,32520,125,7099,0,13634,267,176014,59387,2963841,73,3747,17,Asia
52,Kyrgyzstan,39919,332,1468,8,31822,374,6629,24,6108,225,267718,40966,6535067,164,4452,24,Asia
53,Afghanistan,37054,0,1312,0,25960,0,9782,31,950,34,92710,2376,39014248,1053,29736,421,Asia
54,Switzerland,36451,0,1986,0,32000,100,2465,21,4208,229,835724,96489,8661298,238,4361,10,Europe
55,Algeria,34693,0,1293,0,24083,0,9317,62,790,29,0,0,43930412,1266,33976,0,Africa
56,Azerbaijan,33481,0,488,0,30056,0,2937,0,3299,48,779508,76808,10148742,303,20797,13,Asia
57,Morocco,32007,0,480,0,22190,0,9337,31,866,13,1427635,38631,36955748,1155,76991,26,Africa
58,Uzbekistan,30197,545,190,3,21316,310,8691,228,901,6,1377915,41109,33518680,1110,176414,24,Asia
59,Serbia,27863,0,632,0,14047,0,13184,121,3190,72,741073,84854,8733473,313,13819,12,Europe
60,Moldova,27443,0,841,0,19100,0,7502,362,6805,209,128076,31758,4032932,147,4795,31,Europe
61,Ireland,26644,0,1772,0,23364,0,1508,6,5390,358,662242,133962,4943501,186,2790,7,Europe
62,Kenya,25837,0,418,0,11899,0,13520,44,479,8,349307,6482,53887648,2086,128918,154,Africa
63,Venezuela,24961,0,215,0,13356,0,11390,66,878,8,1586205,55799,28427060,1139,132219,18,South America
64,Costa Rica,22802,0,228,0,7589,0,14985,80,4472,45,100050,19622,5098984,224,22364,51,North America
65,Nepal,22592,0,73,0,16313,0,6206,0,774,3,747691,25615,29189354,1292,399854,39,Asia
66,Ethiopia,22253,0,390,0,9707,0,12156,185,193,3,488936,4243,115239344,5179,295485,236,Africa
67,Austria,22033,114,721,0,19923,111,1389,22,2445,80,961868,106734,9011858,409,12499,9,Europe
68,Australia,21084,386,295,17,11561,0,9228,51,826,12,4849461,189948,25530480,1211,86544,5,Australia/Oceania
69,El Salvador,20423,445,549,13,9626,111,10248,514,3147,85,261130,40238,6489692,318,11821,25,North America
70,Czechia,18235,0,389,0,12764,0,5082,17,1702,36,743589,69422,10711128,587,27535,14,Europe
71,Cameroon,18042,0,395,0,15320,0,2327,30,678,15,149000,5599,26609810,1475,67367,179,Africa
72,Ivory Coast,16620,0,104,0,12893,0,3623,0,629,4,106753,4037,26441530,1591,254245,248,Africa
73,S. Korea,14598,36,305,1,13642,13,651,16,285,6,1624650,31686,51273972,3512,168111,32,Asia
74,Denmark,14442,0,617,0,12840,0,985,2,2492,106,1680226,289975,5794390,401,9391,3,Europe
75,Palestine,13928,0,96,0,7706,0,6126,0,2724,19,200280,39171,5112990,367,53260,26,Asia
76,Bosnia and Herzegovina,13687,0,394,0,7373,0,5920,0,4175,120,148090,45170,3278539,240,8321,22,Europe
77,Bulgaria,13343,0,445,0,7718,0,5180,55,1922,64,303536,43721,6942570,520,15601,23,Europe
78,Madagascar,12922,0,141,0,10604,0,2177,95,465,5,47759,1720,27759612,2148,196877,581,Africa
79,Sudan,11894,0,773,0,6243,0,4878,0,271,18,401,9,43949144,3695,56855,109599,Africa
80,North Macedonia,11754,0,523,0,7622,0,3609,3,5642,251,113619,54536,2083365,177,3983,18,Europe
81,Senegal,11003,0,229,0,7329,0,3445,39,655,14,116472,6939,16786296,1526,73303,144,Africa
82,Norway,9599,0,256,0,8857,0,486,2,1769,47,479789,88429,5425702,565,21194,11,Europe
83,DRC,9436,0,218,0,8275,0,943,0,105,2,0,0,89817128,9519,412005,0,Africa
84,Malaysia,9083,13,125,0,8784,9,174,1,280,4,1036339,31977,32408638,3568,259269,31,Asia
85,French Guiana,8267,0,48,0,7501,0,718,19,27609,160,42582,142212,299427,36,6238,7,South America
86,Gabon,7923,0,51,0,5704,0,2168,9,3552,23,89423,40085,2230851,282,43742,25,Africa
87,Zambia,7903,0,203,0,6431,0,1269,0,429,11,92341,5010,18432952,2332,90803,200,Africa
88,Guinea,7875,0,50,0,6828,0,997,24,598,4,14407,1094,13166858,1672,263337,914,Africa
89,Tajikistan,7706,0,62,0,6484,0,1160,0,806,6,0,0,9558642,1240,154172,0,Asia
90,Haiti,7611,12,182,5,4893,0,2536,0,667,16,18933,1658,11416863,1500,62730,603,North America
91,Finland,7584,16,331,0,6980,0,273,0,1369,60,408304,73679,5541651,731,16742,14,Europe
92,Luxembourg,7169,0,120,0,5848,0,1201,6,11434,191,638326,1018051,627008,87,5225,1,Europe
93,Paraguay,6705,0,72,0,5181,0,1452,31,939,10,137300,19225,7141569,1065,99188,52,South America
94,Mauritania,6510,0,157,0,5527,0,826,3,1397,34,57387,12311,4661398,716,29690,81,Africa
95,Albania,6275,0,193,0,3268,0,2814,20,2181,67,40675,14136,2877453,459,14909,71,Europe
96,Lebanon,6223,0,78,0,2043,0,4102,36,912,11,358376,52532,6822054,1096,87462,19,Asia
97,Croatia,5543,0,157,0,4817,0,569,8,1351,38,126410,30813,4102439,740,26130,32,Europe
98,Greece,5421,0,211,0,1374,0,3836,17,520,20,640297,61464,10417396,1922,49372,16,Europe
99,Djibouti,5338,0,59,0,5083,0,196,0,5395,60,59909,60547,989465,185,16771,17,Africa
100,Libya,5232,0,113,0,691,0,4428,0,760,16,61077,8876,6880864,1315,60893,113,Africa
101,Maldives,4898,0,19,0,2791,0,2088,12,9045,35,87632,161832,541500,111,28500,6,Asia
102,Equatorial Guinea,4821,0,83,0,2182,0,2556,0,3426,59,44356,31520,1407255,292,16955,32,Africa
103,Hungary,4696,43,602,0,3499,8,595,6,486,62,360772,37356,9657651,2057,16043,27,Europe
104,CAR,4641,0,59,0,1716,0,2866,2,959,12,29816,6163,4838212,1042,82004,162,Africa
105,Malawi,4624,0,143,0,2329,0,2152,4,241,7,34443,1796,19177548,4147,134109,557,Africa
106,Zimbabwe,4575,0,102,0,1416,0,3057,0,307,7,148451,9973,14884986,3254,145931,100,Africa
107,Hong Kong,4080,72,51,4,2847,92,1182,41,544,7,692430,92282,7503373,1839,147125,11,Asia
108,Nicaragua,3902,0,123,0,2913,0,866,0,588,19,0,0,6632693,1700,53924,0,North America
109,Congo,3664,0,58,0,1589,0,2017,0,662,10,0,0,5531250,1510,95366,0,Africa
110,Montenegro,3588,0,62,0,2407,0,1119,0,5713,99,39217,62440,628075,175,10130,16,Europe
111,Thailand,3351,3,58,0,3151,1,142,1,48,0,749213,10731,69818848,20835,1203773,93,Asia
112,Somalia,3227,0,93,0,1728,0,1406,2,203,6,0,0,15935445,4938,171349,0,Africa
113,Eswatini,3128,0,56,0,1565,0,1507,10,2693,48,27428,23616,1161413,371,20740,42,Africa
114,Mayotte,3068,0,39,0,2835,0,194,1,11219,143,13000,47540,273455,89,7012,21,Africa
115,Cuba,2888,0,88,0,2442,0,358,7,255,8,293069,25876,11325861,3922,128703,39,North America
116,Sri Lanka,2841,0,11,0,2579,3,251,1,133,0,166737,7783,21422852,7541,1947532,128,Asia
117,Cabo Verde,2835,0,32,0,2073,0,730,0,5093,57,61633,110728,556614,196,17394,9,Africa
118,Namibia,2802,0,16,0,575,0,2211,22,1101,6,32369,12716,2545516,908,159095,79,Africa
119,Slovakia,2596,30,31,0,1864,3,701,8,475,6,278962,51093,5459929,2103,176127,20,Europe
120,Mali,2565,0,125,0,1960,0,480,0,126,6,27007,1330,20306100,7917,162449,752,Africa
121,South Sudan,2463,0,47,0,1175,0,1241,0,220,4,12044,1075,11207289,4550,238453,931,Africa
122,Suriname,2306,0,29,0,1558,0,719,7,3927,49,3509,5976,587182,255,20248,167,South America
123,Slovenia,2247,0,126,0,1927,0,194,3,1081,61,136455,65636,2078969,925,16500,15,Europe
124,Mozambique,2241,0,16,0,832,0,1393,0,72,0,67403,2151,31338766,13984,1958673,465,Africa
125,Lithuania,2231,0,81,0,1668,0,482,6,821,30,550176,202426,2717915,1218,33555,5,Europe
126,Estonia,2152,5,63,0,1961,0,128,0,1622,47,125240,94404,1326632,616,21058,11,Europe
127,Rwanda,2134,0,6,0,1300,0,828,0,164,0,293605,22614,12983306,6084,2163884,44,Africa
128,Guinea-Bissau,2052,0,29,0,944,0,1079,5,1040,15,1500,760,1972532,961,68018,1315,Africa
129,Iceland,1955,0,10,0,1833,0,112,1,5725,29,155718,456013,341477,175,34148,2,Europe
130,Benin,1936,0,38,0,1600,0,298,1,159,3,93677,7708,12153717,6278,319835,130,Africa
131,Sierra Leone,1895,0,68,0,1442,0,385,0,237,9,0,0,7993057,4218,117545,0,Africa
132,Yemen,1797,0,512,0,910,0,375,0,60,17,120,4,29890494,16634,58380,249087,Asia
133,Tunisia,1678,0,51,0,1259,0,368,9,142,4,103423,8741,11831476,7051,231990,114,Africa
134,Angola,1572,0,70,0,564,0,938,20,48,2,64747,1964,32961912,20968,470884,509,Africa
135,New Zealand,1569,0,22,0,1524,0,23,0,314,4,494481,98855,5002100,3188,227368,10,Australia/Oceania
136,Uruguay,1335,0,37,0,1112,0,186,3,384,11,130767,37631,3475022,2603,93920,27,South America
137,Latvia,1290,2,32,0,1070,0,188,0,685,17,213534,113351,1883823,1460,58869,9,Europe
138,Uganda,1267,0,6,0,1115,0,146,0,28,0,290701,6337,45875784,36208,7645964,158,Africa
139,Jordan,1246,0,11,0,1178,0,57,3,122,1,640548,62715,10213691,8197,928517,16,Asia
140,Liberia,1234,0,79,0,714,0,441,0,243,16,0,0,5069269,4108,64168,0,Africa
141,Cyprus,1233,0,19,0,856,0,358,5,1020,16,220136,182189,1208286,980,63594,5,Asia
142,Georgia,1225,9,17,0,1000,4,208,0,307,4,258525,64820,3988326,3256,234607,15,Asia
143,Burkina Faso,1175,0,54,0,974,0,147,0,56,3,0,0,20957996,17837,388111,0,Africa
144,Niger,1157,0,69,0,1057,0,31,0,48,3,9052,373,24286250,20991,351975,2683,Africa
145,Syria,1125,0,50,0,331,0,744,0,64,3,0,0,17541930,15593,350839,0,Asia
146,Gambia,1090,0,19,0,146,0,925,0,450,8,5183,2139,2423126,2223,127533,468,Africa
147,Togo,1046,0,23,0,721,0,302,2,126,3,47475,5722,8297645,7933,360767,175,Africa
148,Malta,1035,0,9,0,675,0,351,0,2343,20,138430,313424,441670,427,49074,3,Europe
149,Jamaica,1003,16,13,0,745,0,245,0,339,4,42964,14502,2962548,2954,227888,69,North America
150,Andorra,955,0,52,0,839,0,64,1,12358,673,3750,48526,77278,81,1486,21,Europe
151,Chad,942,0,76,0,839,0,27,0,57,5,0,0,16470551,17485,216718,0,Africa
152,Sao Tome and Principe,878,0,15,0,800,0,63,0,3999,68,3132,14265,219566,250,14638,70,Africa
153,Bahamas,878,0,14,0,99,0,765,1,2230,36,6281,15956,393636,448,28117,63,North America
154,Vietnam,812,0,10,0,395,0,407,0,8,0,482456,4952,97430248,119988,9743025,202,Asia
155,Botswana,804,0,2,0,63,0,739,1,341,0,68423,29038,2356335,2931,1178168,34,Africa
156,Lesotho,742,0,23,0,175,0,544,0,346,11,8771,4091,2144035,2890,93219,244,Africa
157,Diamond Princess,712,0,13,0,651,0,48,4,0,0,0,0,0,0,0,0,
158,San Marino,699,0,42,0,657,0,0,0,20596,1238,6068,178791,33939,49,808,6,Europe
159,Réunion,681,0,5,0,631,0,45,4,760,6,35419,39531,895986,1316,179197,25,Africa
160,Channel Islands,597,0,47,0,533,0,17,0,3430,270,52055,299113,174031,292,3703,3,Europe
161,Guyana,554,0,22,0,189,0,343,3,704,28,5280,6709,786957,1421,35771,149,South America
162,Aruba,509,0,3,0,114,0,392,0,4765,28,14047,131509,106814,210,35605,8,North America
163,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,59895720,117673,2852177,0,Africa
164,Taiwan,480,1,7,0,443,0,30,0,20,0,83117,3489,23821432,49628,3403062,287,Asia
165,Burundi,405,0,1,0,312,0,92,0,34,0,17026,1428,11924159,29442,11924159,700,Africa
166,Comoros,399,0,7,0,369,0,23,0,458,8,0,0,871427,2184,124490,0,Africa
167,Myanmar,359,0,6,0,311,0,42,0,7,0,124765,2291,54448380,151667,9074730,436,Asia
168,Mauritius,344,0,10,0,334,0,0,0,270,8,205285,161388,1271996,3698,127200,6,Africa
169,Martinique,336,0,16,0,98,0,222,2,895,43,12227,32585,375233,1117,23452,31,North America
170,Isle of Man,336,0,24,0,312,0,0,0,3949,282,8665,101844,85081,253,3545,10,Europe
171,Faeroe Islands,303,8,0,0,215,22,88,0,6198,0,50667,1036495,48883,161,0,1,Europe
172,Mongolia,293,0,0,0,263,3,30,1,89,0,39782,12115,3283633,11207,0,83,Asia
173,Guadeloupe,290,0,14,0,186,0,90,1,725,35,19499,48732,400131,1380,28581,21,North America
174,Eritrea,285,0,0,0,245,0,40,0,80,0,0,0,3551443,12461,0,0,Africa
175,Trinidad and Tobago,275,0,8,0,135,0,132,0,196,6,10609,7578,1399975,5091,174997,132,North America
176,Cambodia,248,2,0,0,217,2,31,1,15,0,72101,4306,16742640,67511,0,232,Asia
177,Cayman Islands,203,0,1,0,202,0,0,0,3085,15,31299,475654,65802,324,65802,2,North America
178,Turks and Caicos,197,27,2,0,39,0,156,3,5081,52,1342,34613,38771,197,19386,29,North America
179,Gibraltar,197,0,0,0,184,0,13,0,5847,0,24054,713980,33690,171,0,1,Europe
180,Sint Maarten,189,12,17,0,86,0,86,3,4403,396,1334,31077,42926,227,2525,32,North America
181,Papua New Guinea,188,0,3,0,53,0,132,0,21,0,10808,1206,8963936,47681,2987979,829,Australia/Oceania
182,Bermuda,157,0,9,0,144,0,4,0,2522,145,26853,431353,62253,397,6917,2,North America
183,Belize,146,0,2,0,32,0,112,2,367,5,4014,10077,398351,2728,199176,99,North America
184,Brunei,142,0,3,0,138,0,1,0,324,7,43312,98905,437916,3084,145972,10,Asia
185,Barbados,138,0,7,0,108,0,23,0,480,24,12785,44483,287413,2083,41059,22,North America
186,Monaco,131,0,4,0,112,0,15,4,3336,102,38209,972957,39271,300,9818,1,Europe
187,Seychelles,126,0,0,0,125,0,1,0,1280,0,0,0,98412,781,0,0,Africa
188,Bhutan,108,0,0,0,96,0,12,0,140,0,55754,72174,772489,7153,0,14,Asia
189,Antigua and Barbuda,92,0,3,0,76,0,13,1,939,31,1500,15304,98014,1065,32671,65,North America
190,Liechtenstein,89,0,1,0,85,0,3,0,2334,26,900,23597,38140,429,38140,42,Europe
191,French Polynesia,69,0,0,0,62,0,7,0,245,0,6140,21844,281080,4074,0,46,Australia/Oceania
192,St. Vincent Grenadines,56,0,0,0,49,0,7,0,505,0,2448,22058,110978,1982,0,45,North America
193,Saint Martin,53,0,3,0,41,0,9,1,1368,77,1183,30543,38732,731,12911,33,North America
194,Macao,46,0,0,0,46,0,0,0,71,0,4071,6261,650242,14136,0,160,Asia
195,Curaçao,31,0,1,0,30,0,0,0,189,6,1080,6579,164165,5296,164165,152,North America
196,Fiji,27,0,1,0,18,0,8,0,30,1,6693,7460,897130,33227,897130,134,Australia/Oceania
197,Saint Lucia,25,0,0,0,24,0,1,0,136,0,3973,21626,183717,7349,0,46,North America
198,Timor-Leste,25,0,0,0,24,0,1,0,19,0,4238,3208,1320950,52838,0,312,Asia
199,Grenada,24,0,0,0,23,0,1,0,213,0,6252,55534,112579,4691,0,18,North America
200,New Caledonia,23,0,0,0,22,0,1,0,80,0,11265,39418,285784,12425,0,25,Australia/Oceania
201,Laos,20,0,0,0,19,0,1,0,3,0,31103,4269,7286328,364316,0,234,Asia
202,Dominica,18,0,0,0,18,0,0,0,250,0,1005,13957,72005,4000,0,72,North America
203,Saint Kitts and Nevis,17,0,0,0,16,0,1,0,319,0,1168,21939,53239,3132,0,46,North America
204,Greenland,14,0,0,0,14,0,0,0,247,0,6026,106127,56781,4056,0,9,North America
205,Caribbean Netherlands,13,0,0,0,7,0,6,0,495,0,424,16154,26248,2019,0,62,North America
206,Falkland Islands,13,0,0,0,13,0,0,0,3725,0,2256,646418,3490,268,0,2,South America
207,St. Barth,13,4,0,0,6,0,7,0,1316,0,1612,163158,9880,760,0,6,North America
208,Montserrat,13,0,1,0,12,0,0,0,2604,200,61,12220,4992,384,4992,82,North America
209,Vatican City,12,0,0,0,12,0,0,0,14981,0,0,0,801,67,0,0,Europe
210,Western Sahara,10,0,1,0,8,0,1,0,17,2,0,0,598763,59876,598763,0,Africa
211,MS Zaandam,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,
212,British Virgin Islands,9,0,1,0,7,0,1,0,298,33,1522,50311,30252,3361,30252,20,North America
213,Saint Pierre Miquelon,4,0,0,0,1,0,3,0,691,0,0,0,5791,1448,0,0,North America
214,Anguilla,3,0,0,0,3,0,0,0,200,0,537,35759,15017,5006,0,28,North America
