,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
24,Canada,124896,267,9073,2,111112,234,4711,62,3305,240,5115490,135365,37790376,303,4165,7,North America
25,Qatar,117008,243,193,0,113808,277,3007,68,41672,69,589920,210100,2807805,24,14548,5,Asia
26,Bolivia,108427,992,4442,76,43887,1746,60098,71,9271,380,229272,19603,11695856,108,2633,51,South America
27,Ecuador,107769,680,6310,33,94816,6927,6643,359,6095,357,306934,17359,17681276,164,2802,58,South America
28,Ukraine,104958,1987,2271,27,52235,500,50452,177,2402,52,1416001,32407,43693720,416,19240,31,Europe
29,Kazakhstan,104543,230,1415,0,91089,1377,12039,221,5558,75,2291327,121820,18809096,180,13293,8,Asia
30,Israel,102663,730,834,15,79514,863,22315,398,11162,91,2180096,237029,9197590,90,11028,4,Asia
31,Egypt,97340,103,5262,19,65927,809,26151,41,949,51,135000,1316,102606312,1054,19499,760,Africa
32,Dominican Republic,91161,600,1567,13,60670,721,28924,273,8391,144,343796,31646,10863697,119,6933,32,North America
33,Panama,86900,1420,1892,14,61420,892,23588,154,20095,438,305030,70536,4324439,50,2286,14,North America
34,Sweden,86068,0,5810,0,0,0,0,26,8514,575,1030010,101895,10108516,117,1740,10,Europe
35,China,84951,12,4634,0,79895,44,422,17,59,3,90410000,62814,1439323776,16943,310601,16,Asia
36,Oman,83769,0,609,0,78386,0,4774,151,16347,119,309212,60340,5124498,61,8415,17,Asia
37,Belgium,81468,574,9988,3,18204,39,53276,85,7025,861,2119749,182783,11597076,142,1161,5,Europe
38,Kuwait,80528,571,515,2,72307,537,7706,97,18817,120,587567,137295,4279593,53,8310,7,Asia
39,Romania,78505,961,3272,39,35287,208,39946,480,4085,170,1652644,85994,19218096,245,5874,12,Europe
40,Belarus,70468,183,642,5,68839,262,987,0,7458,68,1474075,156006,9448857,134,14718,6,Europe
41,Guatemala,68188,332,2594,14,56778,501,8816,5,3796,144,221235,12317,17962314,263,6925,81,North America
42,UAE,67007,390,375,3,58488,80,8144,0,6763,38,6418188,647803,9907628,148,26420,2,Asia
43,Netherlands,66554,457,6200,0,0,0,0,53,3883,362,1312787,76590,17140512,258,2765,13,Europe
44,Poland,61762,581,1955,4,42183,522,17624,81,1632,52,2538761,67091,37840384,613,19356,15,Europe
45,Japan,61747,1014,1176,7,48550,928,12021,254,488,9,1321079,10450,126417952,2047,107498,96,Asia
46,Singapore,56353,87,27,0,54164,244,2162,0,9621,5,1745928,298089,5857066,104,216928,3,Asia
47,Portugal,55597,145,1796,2,40774,122,13027,47,5455,176,1896675,186091,10192218,183,5675,5,Europe
48,Honduras,53983,602,1643,11,8449,178,43891,46,5438,166,132242,13321,9927026,184,6042,75,North America
49,Morocco,52349,1537,888,30,36343,1303,15118,31,1416,24,1758870,47571,36973672,706,41637,21,Africa
50,Nigeria,52227,322,1002,5,38945,178,12280,7,252,5,369904,1788,206844336,3960,206431,559,Africa
51,Bahrain,49330,292,184,1,45981,392,3165,34,28858,108,1039571,608138,1709432,35,9290,2,Asia
52,Ghana,43505,0,261,0,41532,0,1712,5,1396,8,433503,13911,31163672,716,119401,72,Africa
53,Kyrgyzstan,43023,134,1056,1,36397,341,5570,24,6579,161,267718,40939,6539483,152,6193,24,Asia
54,Armenia,42792,176,852,2,35991,84,5949,0,14437,287,195194,65853,2964068,69,3479,15,Asia
55,Algeria,41460,392,1435,11,29142,268,10883,41,943,33,0,0,43962904,1060,30636,0,Africa
56,Ethiopia,40671,1638,678,16,14995,515,24998,248,353,6,757057,6563,115356400,2836,170142,152,Africa
57,Switzerland,39903,276,2001,1,34400,300,3502,14,4606,231,937448,108202,8663888,217,4330,9,Europe
58,Venezuela,39564,607,329,6,29966,1513,9269,86,1392,12,1695541,59652,28423772,718,86394,17,South America
59,Uzbekistan,38946,534,273,8,34987,636,3686,259,1161,8,1377915,41084,33538566,861,122852,24,Asia
60,Afghanistan,37999,46,1387,2,28180,164,8432,31,973,36,100960,2585,39050268,1028,28154,387,Asia
61,Azerbaijan,35274,169,518,3,32993,151,1763,0,3474,51,873777,86065,10152484,288,19599,12,Asia
62,Costa Rica,33820,736,355,7,10518,146,22947,131,6630,70,133005,26075,5100889,151,14369,38,North America
63,Moldova,33478,406,940,5,22683,0,9855,362,8302,233,183923,45610,4032549,120,4290,22,Europe
64,Kenya,32364,246,548,6,18670,217,13146,44,600,10,421983,7824,53936304,1667,98424,128,Africa
65,Nepal,31935,818,149,3,18631,281,13155,0,1093,5,904802,30975,29210860,915,196046,32,Asia
66,Serbia,30657,109,698,3,28275,0,1684,46,3511,80,869668,99595,8732038,285,12510,10,Europe
67,Ireland,27969,61,1777,0,23364,0,2828,6,5655,359,767359,155155,4945761,177,2783,6,Europe
68,Austria,25253,191,732,0,21558,152,2963,23,2802,81,1094987,121477,9013960,357,12314,8,Europe
69,Australia,24812,210,502,17,19233,474,5077,39,971,20,5706078,223395,25542602,1029,50882,4,Australia/Oceania
70,El Salvador,24622,202,661,7,12246,225,11715,391,3793,102,295665,45550,6491031,264,9820,22,North America
71,Czechia,21923,133,412,1,16125,38,5386,22,2047,38,840008,78418,10711939,489,26000,13,Europe
72,Palestine,18802,326,128,3,11843,740,6831,0,3674,25,214862,41983,5117863,272,39983,24,Asia
73,Cameroon,18762,0,408,0,16540,0,1814,30,704,15,149000,5594,26636974,1420,65287,179,Africa
74,Bosnia and Herzegovina,17715,0,532,0,11329,0,5854,0,5405,162,172841,52732,3277707,185,6161,19,Europe
75,Ivory Coast,17471,97,113,0,15301,195,2057,0,660,4,120299,4545,26468380,1515,234233,220,Africa
76,S. Korea,17399,397,309,0,14200,31,2890,30,339,6,1791186,34932,51275776,2947,165941,29,Asia
77,Denmark,16317,78,622,0,14180,236,1515,2,2816,107,2180089,376187,5795224,355,9317,3,Europe
78,Bulgaria,15287,60,545,0,10338,16,4404,74,2203,79,370786,53424,6940439,454,12735,19,Europe
79,Madagascar,14327,50,178,0,13355,23,794,87,516,6,54691,1968,27788880,1940,156117,508,Africa
80,North Macedonia,13595,137,564,1,10110,58,2921,4,6526,271,134318,64472,2083361,153,3694,16,Europe
81,Paraguay,13233,259,205,13,7417,220,5611,69,1852,29,173340,24260,7145159,540,34854,41,South America
82,Senegal,12949,99,269,3,8455,290,4225,38,771,16,135770,8079,16804442,1298,62470,124,Africa
83,Sudan,12836,154,815,0,6497,5,5524,0,292,19,401,9,43991216,3427,53977,109704,Africa
84,Lebanon,12698,507,123,2,3625,279,8950,75,1862,18,462531,67812,6820807,537,55454,15,Asia
85,Zambia,11082,251,280,1,9942,0,860,0,601,15,106449,5768,18454136,1665,65908,173,Africa
86,Libya,10437,0,188,0,1085,0,9164,0,1516,27,93851,13632,6884694,660,36621,73,Africa
87,Norway,10323,24,264,0,9150,0,909,0,1902,49,601569,110839,5427437,526,20558,9,Europe
88,DRC,9830,19,251,0,8934,14,645,0,109,3,0,0,89929224,9148,358284,0,Africa
89,Malaysia,9267,10,125,0,8959,10,183,9,286,4,1176416,36280,32425632,3499,259405,28,Asia
90,Guinea,8967,35,53,0,7708,60,1206,24,680,4,19232,1459,13181511,1470,248708,685,Africa
91,French Guiana,8797,0,55,0,8307,0,435,15,29348,183,49036,163592,299745,34,5450,6,South America
92,Greece,8664,283,242,2,3804,0,4618,31,832,23,848380,81455,10415320,1202,43039,12,Europe
93,Albania,8427,152,250,5,4332,148,3845,15,2929,87,51658,17953,2877325,341,11509,56,Europe
94,Gabon,8388,0,53,0,6734,0,1601,2,3756,24,107403,48098,2233009,266,42132,21,Africa
95,Tajikistan,8311,34,66,0,7108,36,1137,0,869,7,0,0,9567443,1151,144961,0,Asia
96,Croatia,8175,275,171,1,5801,123,2203,12,1993,42,148742,36266,4101407,502,23985,28,Europe
97,Haiti,8082,32,196,0,5624,177,2262,0,708,17,21826,1911,11422559,1413,58278,523,North America
98,Finland,7920,14,334,0,7100,0,486,0,1429,60,549303,99116,5542003,700,16593,10,Europe
99,Luxembourg,7775,13,124,0,6969,0,682,3,12392,198,724452,1154641,627426,81,5060,1,Europe
100,Mauritania,6905,11,158,0,6232,29,515,3,1480,34,68872,14759,4666424,676,29534,68,Africa
101,Maldives,6779,119,26,0,4222,109,2531,12,12510,48,103654,191282,541891,80,20842,5,Asia
102,Zimbabwe,5930,37,155,2,4872,243,903,0,398,10,149748,10054,14893857,2512,96089,99,Africa
103,Namibia,5854,316,52,6,2509,49,3293,8,2298,20,50391,19781,2547404,435,48989,51,Africa
104,Malawi,5414,32,168,0,3012,14,2234,4,282,9,42607,2219,19197876,3546,114273,451,Africa
105,Djibouti,5382,0,60,0,5254,21,68,0,5436,61,64670,65320,990054,184,16501,15,Africa
106,Hungary,5155,22,613,2,3695,3,847,7,534,63,397092,41121,9656650,1873,15753,24,Europe
107,Equatorial Guinea,4926,0,83,0,3795,0,1048,2,3496,59,50481,35824,1409153,286,16978,28,Africa
108,Hong Kong,4683,25,77,1,4018,44,588,26,624,10,780415,103974,7505863,1603,97479,10,Asia
109,CAR,4679,0,61,0,1755,0,2863,2,966,13,30775,6356,4841657,1035,79371,157,Africa
110,Montenegro,4343,30,84,0,3356,23,903,0,6915,134,45418,72313,628078,145,7477,14,Europe
111,Nicaragua,4311,0,133,0,2913,0,1265,0,650,20,0,0,6635923,1539,49894,0,North America
112,Eswatini,4225,36,85,2,2898,136,1242,11,3636,73,28380,24425,1161905,275,13669,41,Africa
113,Congo,3850,0,77,0,1625,0,2148,0,695,14,0,0,5536833,1438,71907,0,Africa
114,Cuba,3682,65,91,2,3044,38,547,3,325,8,361092,31883,11325579,3076,124457,31,North America
115,Suriname,3607,38,58,1,2688,129,861,20,6141,99,6796,11570,587397,163,10128,86,South America
116,Cabo Verde,3509,54,37,0,2540,2,932,0,6301,66,73900,132708,556861,159,15050,8,Africa
117,Thailand,3395,5,58,0,3221,1,116,1,49,0,749213,10730,69826008,20567,1203897,93,Asia
118,Mozambique,3395,91,20,0,1503,29,1872,0,108,0,85137,2714,31374792,9241,1568740,369,Africa
119,Slovakia,3356,40,33,0,2148,1,1175,7,615,6,312822,57293,5460037,1627,165456,17,Europe
120,Somalia,3269,0,93,0,2396,0,780,0,205,6,0,0,15953687,4880,171545,0,Africa
121,Mayotte,3237,0,39,0,2964,0,234,1,11826,142,13000,47493,273725,85,7019,21,Africa
122,Rwanda,3089,200,12,1,1755,1,1322,0,238,0,368244,28334,12996504,4207,1083042,35,Africa
123,Sri Lanka,2953,6,12,1,2805,7,136,1,138,0,195025,9102,21426524,7256,1785544,110,Asia
124,Tunisia,2818,80,71,3,1443,9,1304,8,238,6,125135,10572,11836541,4200,166712,95,Africa
125,Mali,2705,6,125,0,2018,8,562,0,133,6,33696,1657,20330104,7516,162641,603,Africa
126,Gambia,2685,248,87,3,490,35,2108,0,1107,36,10781,4444,2425919,904,27884,225,Africa
127,Slovenia,2651,34,131,0,2079,0,441,3,1275,63,147091,70751,2078981,784,15870,14,Europe
128,Lithuania,2635,41,84,0,1766,0,785,6,970,31,607132,223509,2716370,1031,32338,4,Europe
129,South Sudan,2499,2,47,0,1290,0,1162,0,223,4,12044,1074,11212666,4487,238567,931,Africa
130,Estonia,2272,7,63,0,2024,0,185,0,1713,47,140666,106030,1326668,584,21058,9,Europe
131,Uganda,2263,97,20,0,1199,0,1044,0,49,0,340844,7420,45935272,20298,2296764,135,Africa
132,Syria,2217,74,89,4,505,15,1623,0,126,5,0,0,17559404,7920,197297,0,Asia
133,Angola,2171,37,96,2,818,4,1257,24,66,3,64747,1962,33004010,15202,343792,510,Africa
134,Guinea-Bissau,2149,0,33,0,1015,0,1101,5,1088,17,1500,760,1974444,919,59832,1316,Africa
135,Benin,2115,0,39,0,1705,0,371,0,174,3,107057,8799,12166775,5753,311969,114,Africa
136,Iceland,2064,6,10,0,1939,3,115,0,6043,29,194963,570788,341568,165,34157,2,Europe
137,Sierra Leone,1992,12,69,0,1550,5,373,0,249,9,0,0,7999718,4016,115938,0,Africa
138,Yemen,1911,4,553,7,1086,20,272,0,64,18,120,4,29917480,15655,54100,249312,Asia
139,Bahamas,1765,62,29,2,227,6,1509,61,4482,74,9068,23028,393790,223,13579,43,North America
140,New Zealand,1674,3,22,0,1538,0,114,9,335,4,692481,138438,5002100,2988,227368,7,Australia/Oceania
141,Malta,1612,35,10,0,934,33,668,0,3649,23,173276,392277,441718,274,44172,3,Europe
142,Jordan,1609,33,12,1,1320,52,277,3,157,1,745100,72921,10217839,6350,851487,14,Asia
143,Aruba,1568,34,7,0,455,9,1106,2,14677,66,18756,175564,106833,68,15262,6,North America
144,Uruguay,1527,6,42,0,1276,12,209,2,439,12,160216,46099,3475514,2276,82750,22,South America
145,Cyprus,1421,4,20,0,878,0,523,5,1176,17,263943,218379,1208646,851,60432,5,Asia
146,Jamaica,1413,67,16,0,817,29,580,4,477,5,52502,17719,2963077,2097,185192,56,North America
147,Georgia,1411,17,17,0,1132,0,262,0,354,4,327436,82105,3988014,2826,234589,12,Asia
148,Latvia,1337,4,33,0,1093,0,211,0,710,18,237477,126118,1882974,1408,57060,8,Europe
149,Burkina Faso,1320,23,55,0,1043,9,222,0,63,3,0,0,20981574,15895,381483,0,Africa
150,Botswana,1308,0,3,0,136,0,1169,1,555,1,93420,39614,2358285,1803,786095,25,Africa
151,Liberia,1286,0,82,0,816,0,388,0,253,16,0,0,5074154,3946,61880,0,Africa
152,Togo,1277,2,27,0,910,7,340,2,154,3,58050,6989,8305619,6504,307616,143,Africa
153,Réunion,1209,92,6,0,692,0,511,3,1349,7,35419,39519,896248,741,149375,25,Africa
154,Niger,1172,0,69,0,1083,0,20,0,48,3,9052,372,24322380,20753,352498,2687,Africa
155,Andorra,1045,0,53,0,875,0,117,1,13522,686,137457,1778619,77283,74,1458,1,Europe
156,Vietnam,1016,2,27,1,563,0,426,0,10,0,817208,8385,97466112,95931,3609856,119,Asia
157,Lesotho,1015,0,30,0,472,0,513,0,473,14,13330,6215,2144730,2113,71491,161,Africa
158,Trinidad and Tobago,1007,77,14,1,165,0,828,6,719,10,19461,13899,1400160,1390,100011,72,North America
159,Chad,986,4,76,0,870,1,40,0,60,5,0,0,16489947,16724,216973,0,Africa
160,Guyana,955,30,31,0,490,57,434,13,1213,39,6904,8771,787112,824,25391,114,South America
161,Sao Tome and Principe,892,0,15,0,831,0,46,0,4059,68,3482,15847,219733,246,14649,63,Africa
162,Guadeloupe,771,0,15,0,289,0,467,2,1927,37,26290,65703,400134,519,26676,15,North America
163,Diamond Princess,712,0,13,0,651,0,48,4,0,0,0,0,0,0,0,0,N/A
164,San Marino,704,0,42,0,657,0,5,0,20741,1237,6511,191827,33942,48,808,5,Europe
165,Belize,686,18,6,0,44,0,636,3,1721,15,6458,16200,398647,581,66441,62,North America
166,Channel Islands,614,0,48,0,545,0,21,0,3527,276,68985,396247,174096,284,3627,3,Europe
167,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,59965728,117811,2855511,0,Africa
168,Taiwan,487,0,7,0,457,0,23,0,20,0,86023,3611,23823196,48918,3403314,277,Asia
169,Martinique,464,128,16,0,98,0,350,2,1237,43,12227,32586,375221,809,23451,31,North America
170,Myanmar,450,9,6,0,341,3,103,0,8,0,145167,2665,54463304,121030,9077217,375,Asia
171,Burundi,430,1,1,0,336,0,93,0,36,0,19993,1675,11938736,27765,11938736,597,Africa
172,Comoros,417,0,7,0,396,0,14,0,478,8,0,0,872188,2092,124598,0,Africa
173,Papua New Guinea,401,40,4,0,232,34,165,0,45,0,14676,1636,8970893,22371,2242723,611,Australia/Oceania
174,Sint Maarten,396,28,17,0,147,0,232,3,9221,396,2113,49201,42946,108,2526,20,North America
175,Faeroe Islands,384,0,0,0,300,0,84,4,7854,0,81991,1677051,48890,127,0,1,Europe
176,Turks and Caicos,383,36,2,0,102,0,279,3,9873,52,2083,53697,38792,101,19396,19,North America
177,Mauritius,346,0,10,0,335,1,1,0,272,8,205285,161377,1272082,3677,127208,6,Africa
178,Isle of Man,336,0,24,0,312,0,0,0,3948,282,9483,111435,85099,253,3546,9,Europe
179,Eritrea,306,0,0,0,274,0,32,0,86,0,0,0,3553455,11613,0,0,Africa
180,French Polynesia,298,0,0,0,148,0,150,2,1060,0,9912,35256,281147,943,0,28,Australia/Oceania
181,Mongolia,298,0,0,0,288,0,10,1,91,0,48218,14675,3285798,11026,0,68,Asia
182,Cambodia,273,0,0,0,263,0,10,1,16,0,86606,5170,16752125,61363,0,193,Asia
183,Gibraltar,246,7,0,0,201,0,45,0,7302,0,30531,906260,33689,137,0,1,Europe
184,Cayman Islands,205,0,1,0,202,0,2,0,3114,15,34208,519618,65833,321,65833,2,North America
185,Saint Martin,176,0,5,0,52,0,119,1,4541,129,2449,63185,38759,220,7752,16,North America
186,Bermuda,167,0,9,0,149,0,9,0,2683,145,37879,608566,62243,373,6916,2,North America
187,Barbados,161,3,7,0,132,6,22,0,560,24,15717,54682,287427,1785,41061,18,North America
188,Bhutan,155,1,0,0,112,2,43,0,201,0,79328,102645,772837,4986,0,10,Asia
189,Brunei,143,0,3,0,139,0,1,0,326,7,49399,112760,438088,3064,146029,9,Asia
190,Seychelles,132,0,0,0,126,0,6,0,1341,0,0,0,98436,746,0,0,Africa
191,Monaco,112,4,1,0,83,0,28,1,2851,25,51953,1322531,39283,351,39283,1,Europe
192,Liechtenstein,99,0,1,0,88,0,10,0,2595,26,900,23595,38144,385,38144,42,Europe
193,Antigua and Barbuda,94,0,3,0,89,0,2,1,959,31,1775,18104,98047,1043,32682,55,North America
194,St. Vincent Grenadines,58,0,0,0,56,0,2,0,523,0,3039,27380,110992,1914,0,37,North America
195,Macao,46,0,0,0,46,0,0,0,71,0,4071,6257,650604,14144,0,160,Asia
196,Curaçao,39,2,1,0,33,1,5,0,238,6,1080,6578,164192,4210,164192,152,North America
197,Fiji,28,0,1,0,23,3,4,0,31,1,6693,7458,897396,32050,897396,134,Australia/Oceania
198,Saint Lucia,26,0,0,0,25,0,1,0,141,0,4946,26917,183751,7067,0,37,North America
199,Timor-Leste,26,0,0,0,25,0,1,0,20,0,5146,3893,1321980,50845,0,257,Asia
200,Grenada,24,0,0,0,24,0,0,0,213,0,6252,55524,112600,4692,0,18,North America
201,New Caledonia,23,0,0,0,22,0,1,0,80,0,11838,41407,285897,12430,0,24,Australia/Oceania
202,Laos,22,0,0,0,20,0,2,0,3,0,35580,4880,7290656,331393,0,205,Asia
203,British Virgin Islands,21,0,1,0,8,0,12,0,694,33,2092,69132,30261,1441,30261,14,North America
204,Dominica,19,0,0,0,18,0,1,0,264,0,1646,22857,72013,3790,0,44,North America
205,Saint Kitts and Nevis,17,0,0,0,17,0,0,0,319,0,1430,26852,53254,3133,0,37,North America
206,St. Barth,16,0,0,0,9,0,7,0,1619,0,1699,171946,9881,618,0,6,North America
207,Greenland,14,0,0,0,14,0,0,0,247,0,6464,113833,56785,4056,0,9,North America
208,Montserrat,13,0,1,0,12,0,0,0,2604,200,61,12220,4992,384,4992,82,North America
209,Caribbean Netherlands,13,0,0,0,7,0,6,0,495,0,424,16147,26258,2020,0,62,North America
210,Falkland Islands,13,0,0,0,13,0,0,0,3721,0,2256,645678,3494,269,0,2,South America
211,Vatican City,12,0,0,0,12,0,0,0,14981,0,0,0,801,67,0,0,Europe
212,Western Sahara,10,0,1,0,8,0,1,0,17,2,0,0,599366,59937,599366,0,Africa
213,MS Zaandam,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,N/A
214,Saint Pierre Miquelon,5,0,0,0,1,0,4,0,864,0,0,0,5790,1158,0,0,North America
215,Anguilla,3,0,0,0,3,0,0,0,200,0,662,44066,15023,5008,0,23,North America
