,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,4973568,55148,161601,1319,2540137,58457,2271830,18424,15017,488,62381296,188350,331198144,67,2049,5,North America
1,Brazil,2862761,54685,97418,1322,2020637,49870,744706,8318,13458,458,13206188,62085,212710688,74,2183,16,South America
2,India,1963239,56626,40739,919,1327200,45540,595300,8944,1421,29,21484402,15553,1381345024,704,33907,64,Asia
3,Russia,866627,5204,14490,139,669026,7555,183111,2300,5938,99,29400000,201451,145940928,168,10072,5,Europe
4,South Africa,529877,8559,9298,414,377266,13515,143313,539,8923,157,3113191,52427,59381568,112,6386,19,Africa
5,Mexico,449961,6148,48869,857,300254,4577,100838,3925,3486,379,1026294,7952,129066160,287,2641,126,North America
6,Peru,447624,7734,20228,221,306430,3973,120966,1418,13558,613,2466745,74713,33016320,74,1632,13,South America
7,Chile,364723,1761,9792,47,338291,1961,16640,1400,19063,512,1737813,90830,19132514,52,1954,11,South America
8,Spain,352847,2953,28499,1,0,0,0,617,7546,610,7064329,151087,46756648,133,1641,7,Europe
9,Colombia,345714,10735,11624,309,186317,6059,147773,1493,6787,228,1761772,34588,50936264,147,4382,29,South America
10,Iran,317483,2697,17802,185,274932,2397,24749,4129,3775,212,2587083,30763,84097624,265,4724,33,Asia
11,UK,307184,891,46364,65,0,0,0,77,4523,683,17210336,253384,67922032,221,1465,4,Europe
12,Saudi Arabia,282824,1389,3020,36,245314,1626,34490,1991,8112,87,3580139,102683,34865920,123,11545,10,Asia
13,Pakistan,281136,675,6014,15,254286,4889,20836,872,1270,27,2043870,9236,221295856,787,36797,108,Asia
14,Italy,248803,384,35181,10,200976,210,12646,41,4116,582,7041040,116472,60452568,243,1718,9,Europe
15,Bangladesh,246674,2654,3267,33,141750,1890,101657,0,1496,20,1212416,7355,164851408,668,50460,136,Asia
16,Turkey,236112,1178,5784,19,219506,1015,10822,582,2797,69,5027308,59545,84428328,358,14597,17,Asia
17,Argentina,220682,7147,4106,127,96948,2819,119628,1150,4878,91,777278,17182,45236884,205,11017,58,South America
18,Germany,214104,1024,9245,13,194700,0,10159,270,2555,110,8586648,102452,83811264,391,9066,10,Europe
19,France,194029,1695,30305,9,82318,152,81406,384,2972,464,2982302,45679,65288304,336,2154,22,Europe
20,Iraq,137556,2834,5094,77,98442,2339,34020,519,3413,126,1076150,26699,40306024,293,7912,37,Asia
21,Canada,118187,395,8962,4,102788,338,6437,2263,3129,237,4272606,113107,37775024,320,4215,9,North America
22,Indonesia,116871,1815,5452,64,73889,1839,37530,0,427,20,1575043,5752,273808352,2343,50222,174,Asia
23,Philippines,115899,3381,2122,8,66268,220,47509,239,1056,19,1643624,14980,109722720,947,51707,67,Asia
24,Qatar,111805,267,178,1,108539,285,3088,75,39819,63,508079,180952,2807805,25,15774,6,Asia
25,Kazakhstan,94882,1062,1058,0,67031,1899,26793,221,5047,56,2113795,112444,18798668,198,17768,9,Asia
26,Egypt,94875,123,4930,18,47182,1613,42763,41,925,48,135000,1317,102516528,1081,20794,759,Africa
27,Ecuador,88866,903,5847,39,71168,183,11851,378,5030,331,254351,14395,17668824,199,3022,69,South America
28,China,84491,27,4634,0,79047,17,810,36,59,3,90410000,62814,1439323776,17035,310601,16,Asia
29,Bolivia,83361,1515,3320,92,25390,880,54651,71,7132,284,178244,15250,11688459,140,3521,66,South America
30,Sweden,81904,426,5761,0,0,0,0,41,8105,570,863315,85429,10105596,123,1754,12,Europe
31,Oman,80286,585,488,6,69803,1496,9995,184,15686,95,308333,60240,5118446,64,10489,17,Asia
32,Israel,77919,1721,565,4,51395,1561,25959,345,8472,61,1842335,200306,9197590,118,16279,5,Asia
33,Dominican Republic,75660,1365,1222,9,40122,1298,34316,304,6968,113,278435,25642,10858648,144,8886,39,North America
34,Ukraine,75490,1271,1788,24,41527,914,32175,136,1727,41,1081146,24737,43705856,579,24444,40,Europe
35,Belgium,70648,334,9852,2,17639,41,43157,63,6093,850,1743265,150350,11594739,164,1177,7,Europe
36,Panama,70231,807,1553,31,44792,1462,23886,161,16252,359,237489,54958,4321282,62,2783,18,North America
37,Kuwait,69425,651,468,3,60906,580,8051,128,16233,109,518601,121263,4276658,62,9138,8,Asia
38,Belarus,68376,126,577,3,63425,262,4374,0,7236,61,1334868,141271,9449001,138,16376,7,Europe
39,UAE,61606,254,353,2,55385,295,5868,0,6222,36,5262658,531470,9902079,161,28051,2,Asia
40,Romania,56550,1309,2521,41,28584,578,25445,464,2942,131,1295222,67375,19224024,340,7626,15,Europe
41,Netherlands,56381,426,6153,3,0,0,0,45,3290,359,1079860,63007,17138756,304,2785,16,Europe
42,Singapore,54254,908,27,0,47768,314,6459,1,9266,5,1474372,251817,5854932,108,216849,4,Asia
43,Guatemala,53509,1144,2072,35,41199,914,10238,5,2982,115,169231,9430,17946900,335,8662,106,North America
44,Portugal,51848,167,1740,1,37565,247,12543,41,5086,171,1688567,165650,10193593,197,5858,6,Europe
45,Poland,48789,640,1756,18,35321,265,11712,72,1289,46,2374686,62752,37842304,776,21550,16,Europe
