,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region,Date
6940,Switzerland,44401,444,2013,0,37100,0,5288,25,5123,232,1098540,126757,8666478,195,4305,8,Europe,2020-09-06
6941,Uzbekistan,43587,294,347,4,41225,451,2015,181,1299,10,1377915,41060,33558456,770,96710,24,Asia,2020-09-06
6942,Moldova,39797,324,1063,0,27799,0,10935,549,9870,264,210553,52218,4032167,101,3793,19,Europe,2020-09-06
6943,Afghanistan,38398,74,1412,3,30537,455,6449,93,982,36,104575,2675,39086288,1018,27682,374,Asia,2020-09-06
6944,Azerbaijan,37329,137,548,3,34705,140,2076,0,3675,54,963104,94829,10156225,272,18533,11,Asia,2020-09-06
6945,Kenya,35103,83,597,3,21230,72,13276,44,650,11,474477,8789,53984956,1538,90427,114,Africa,2020-09-06
6946,Serbia,31905,56,724,1,30637,108,544,35,3654,83,978600,112088,8730602,274,12059,9,Europe,2020-09-06
6947,Ireland,29672,138,1777,0,23364,0,4531,7,5997,359,889757,179821,4948020,167,2784,6,Europe,2020-09-06
6948,Austria,29271,184,736,1,25043,215,3492,28,3247,82,1255825,139288,9016062,308,12250,7,Europe,2020-09-06
6949,Czechia,28156,404,436,5,19053,14,8667,52,2628,41,966174,90189,10712751,380,24571,11,Europe,2020-09-06
6950,El Salvador,26308,102,759,7,15815,228,9734,241,4052,117,330210,50861,6492369,247,8554,20,North America,2020-09-06
6951,Australia,26279,72,753,5,22467,137,3059,26,1028,29,6657348,260513,25554724,972,33937,4,Australia/Oceania,2020-09-06
6952,Palestine,26127,552,181,4,16843,182,9103,0,5100,35,306621,59855,5122736,196,28302,17,Asia,2020-09-06
6953,Paraguay,22486,615,435,23,11133,323,10918,96,3145,61,209202,29264,7148749,318,16434,34,South America,2020-09-06
