,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
102,Maldives,5041,0,19,0,2804,0,2218,12,9309,35,88392,163228,541526,107,28501,6,Asia
103,Equatorial Guinea,4821,0,83,0,2182,0,2556,0,3426,59,44356,31517,1407381,292,16956,32,Africa
104,Hungary,4731,35,605,3,3525,26,601,6,490,63,362660,37552,9657584,2041,15963,27,Europe
105,Malawi,4658,0,146,0,2375,0,2137,4,243,8,34763,1813,19178904,4117,131362,552,Africa
106,Zimbabwe,4649,0,104,0,1437,0,3108,0,312,7,149748,10060,14885577,3202,143131,99,Africa
107,CAR,4641,0,60,0,1721,0,2860,2,959,12,29817,6163,4838442,1043,80641,162,Africa
108,Hong Kong,4149,69,55,1,2916,69,1178,36,553,7,692430,92280,7503539,1809,136428,11,Asia
109,Nicaragua,3902,0,123,0,2913,0,866,0,588,19,0,0,6632908,1700,53926,0,North America
110,Congo,3664,0,58,0,1589,0,2017,0,662,10,0,0,5531623,1510,95373,0,Africa
111,Montenegro,3618,0,64,0,2452,0,1102,0,5760,102,39480,62859,628075,174,9814,16,Europe
112,Thailand,3351,0,58,0,3160,9,133,1,48,0,749213,10731,69819328,20835,1203781,93,Asia
113,Eswatini,3236,0,58,0,1607,0,1571,10,2786,50,27428,23615,1161446,359,20025,42,Africa
114,Somalia,3227,0,93,0,1728,0,1406,2,202,6,0,0,15936661,4939,171362,0,Africa
115,Mayotte,3068,0,39,0,2835,0,194,1,11219,143,13000,47537,273473,89,7012,21,Africa
116,Cuba,2953,0,88,0,2451,0,414,7,261,8,297331,26252,11325842,3835,128703,38,North America
117,Namibia,2949,0,19,0,704,0,2226,22,1158,7,33985,13350,2545642,863,133981,75,Africa
118,Cabo Verde,2858,0,32,0,2086,0,740,0,5134,57,61633,110725,556630,195,17395,9,Africa
119,Sri Lanka,2844,0,11,0,2593,14,240,1,133,0,166737,7783,21423096,7533,1947554,128,Asia
120,Slovakia,2599,3,31,0,1866,2,702,8,476,6,279526,51196,5459937,2101,176127,20,Europe
121,Mali,2567,0,125,0,1962,0,480,0,126,6,27007,1330,20307700,7911,162462,752,Africa
122,South Sudan,2470,0,47,0,1175,0,1248,0,220,4,12044,1075,11207647,4538,238461,931,Africa
123,Suriname,2391,0,29,0,1635,0,727,13,4072,49,3816,6499,587197,246,20248,154,South America
124,Mozambique,2269,0,16,0,840,0,1413,0,72,0,68686,2192,31341168,13813,1958823,456,Africa
125,Lithuania,2265,13,81,0,1670,0,514,6,833,30,553388,203615,2717812,1200,33553,5,Europe
126,Slovenia,2249,0,127,0,1927,0,195,3,1082,61,136455,65636,2078970,924,16370,15,Europe
127,Estonia,2158,6,63,0,1962,1,133,0,1627,47,126738,95534,1326634,615,21058,10,Europe
128,Rwanda,2140,0,7,0,1346,0,787,0,165,0,298780,23011,12984186,6067,1854884,43,Africa
129,Guinea-Bissau,2052,0,29,0,944,0,1079,5,1040,15,1500,760,1972660,961,68023,1315,Africa
130,Iceland,1958,0,10,0,1834,0,114,1,5734,29,158317,463615,341484,174,34148,2,Europe
131,Benin,1936,0,38,0,1600,0,298,1,159,3,93677,7707,12154588,6278,319858,130,Africa
132,Sierra Leone,1916,0,68,0,1445,0,403,0,240,9,0,0,7993501,4172,117551,0,Africa
133,Yemen,1804,0,515,0,913,0,376,0,60,17,120,4,29892292,16570,58043,249102,Asia
134,Tunisia,1697,0,51,0,1263,0,383,9,143,4,104706,8850,11831814,6972,231996,113,Africa
135,Angola,1672,0,75,0,567,0,1030,20,51,2,64747,1964,32964720,19716,439530,509,Africa
136,New Zealand,1569,0,22,0,1526,2,21,0,314,4,496606,99280,5002100,3188,227368,10,Australia/Oceania
137,Uruguay,1353,0,37,0,1125,0,191,5,389,11,131836,37938,3475054,2568,93920,26,South America
138,Latvia,1290,0,32,0,1070,0,188,0,685,17,214202,113709,1883767,1460,58868,9,Europe
139,Uganda,1283,0,7,0,1115,0,161,0,28,0,296601,6465,45879748,35760,6554250,155,Africa
140,Jordan,1252,0,11,0,1187,0,54,3,123,1,646473,63293,10213967,8158,928542,16,Asia
141,Georgia,1250,25,17,0,1010,10,223,0,313,4,258525,64821,3988306,3191,234606,15,Asia
142,Cyprus,1242,0,19,0,870,0,353,5,1028,16,230068,190405,1208310,973,63595,5,Asia
143,Liberia,1237,0,79,0,723,0,435,0,244,16,0,0,5069595,4098,64172,0,Africa
144,Gambia,1235,0,23,0,221,0,991,0,510,9,5183,2139,2423312,1962,105361,468,Africa
145,Burkina Faso,1204,29,54,0,984,10,166,0,57,3,0,0,20959568,17408,388140,0,Africa
146,Syria,1188,0,52,0,346,0,790,0,68,3,0,0,17543096,14767,337367,0,Asia
147,Niger,1158,0,69,0,1057,0,32,0,48,3,9052,373,24288660,20975,352010,2683,Africa
148,Malta,1089,0,9,0,684,0,396,0,2466,20,141767,320977,441673,406,49075,3,Europe
149,Togo,1060,0,23,0,729,0,308,2,128,3,48058,5791,8298177,7828,360790,173,Africa
150,Jamaica,1023,20,14,1,745,0,264,0,345,5,43382,14643,2962584,2896,211613,68,North America
151,Andorra,955,0,52,0,839,0,64,1,12358,673,3750,48525,77279,81,1486,21,Europe
152,Chad,944,0,76,0,839,0,29,0,57,5,0,0,16471845,17449,216735,0,Africa
153,Bahamas,898,0,15,0,104,0,779,1,2281,38,6343,16113,393647,438,26243,62,North America
154,Sao Tome and Principe,878,0,15,0,800,0,63,0,3999,68,3141,14305,219577,250,14638,70,Africa
155,Vietnam,841,0,13,2,399,4,429,0,9,0,482456,4952,97432640,115853,7494819,202,Asia
156,Botswana,804,0,2,0,63,0,739,1,341,0,68423,29036,2356465,2931,1178233,34,Africa
157,Lesotho,742,0,23,0,175,0,544,0,346,11,8771,4091,2144082,2890,93221,244,Africa
158,Diamond Princess,712,0,13,0,651,0,48,4,0,0,0,0,0,0,0,0,N/A
159,San Marino,699,0,42,0,657,0,0,0,20596,1238,6068,178791,33939,49,808,6,Europe
160,Réunion,687,0,5,0,631,0,51,4,767,6,35419,39530,896004,1304,179201,25,Africa
161,Channel Islands,597,0,47,0,533,0,17,0,3430,270,52055,299107,174035,292,3703,3,Europe
162,Guyana,568,0,22,0,189,0,357,4,722,28,5280,6709,786967,1386,35771,149,South America
163,Aruba,563,0,3,0,114,0,446,0,5271,28,14047,131507,106816,190,35605,8,North America
164,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,59900384,117682,2852399,0,Africa
165,Taiwan,480,0,7,0,443,0,30,0,20,0,83117,3489,23821552,49628,3403079,287,Asia
166,Burundi,408,0,1,0,315,0,92,0,34,0,17306,1451,11925131,29228,11925131,689,Africa
167,Comoros,399,0,7,0,369,0,23,0,458,8,0,0,871478,2184,124497,0,Africa
168,Myanmar,360,0,6,0,312,0,42,0,7,0,125872,2312,54449376,151248,9074896,433,Asia
169,Mauritius,344,0,10,0,334,0,0,0,270,8,205285,161387,1272002,3698,127200,6,Africa
170,Martinique,336,0,16,0,98,0,222,2,895,43,12227,32585,375232,1117,23452,31,North America
171,Isle of Man,336,0,24,0,312,0,0,0,3949,282,8665,101843,85082,253,3545,10,Europe
172,Faeroe Islands,303,0,0,0,215,0,88,0,6198,0,55877,1143076,48883,161,0,1,Europe
173,Mongolia,293,0,0,0,263,0,30,1,89,0,40403,12304,3283777,11207,0,81,Asia
174,Guadeloupe,290,0,14,0,186,0,90,1,725,35,19499,48731,400132,1380,28581,21,North America
175,Eritrea,285,0,0,0,245,0,40,0,80,0,0,0,3551577,12462,0,0,Africa
176,Trinidad and Tobago,279,0,8,0,135,0,136,0,199,6,10722,7659,1399987,5018,174998,131,North America
177,Cambodia,251,3,0,0,219,2,32,1,15,0,72886,4353,16743272,66706,0,230,Asia
178,Turks and Caicos,216,19,2,0,39,0,175,3,5571,52,1470,37914,38772,180,19386,26,North America
179,Papua New Guinea,214,0,3,0,53,0,158,0,24,0,10808,1206,8964400,41890,2988133,829,Australia/Oceania
180,Cayman Islands,203,0,1,0,202,0,0,0,3085,15,31299,475640,65804,324,65804,2,North America
181,Gibraltar,201,0,0,0,186,0,15,0,5966,0,24410,724547,33690,168,0,1,Europe
182,Sint Maarten,189,0,17,0,86,0,86,3,4403,396,1334,31075,42928,227,2525,32,North America
183,Bermuda,158,0,9,0,144,0,5,0,2538,145,27627,443793,62252,394,6917,2,North America
184,Belize,153,0,2,0,32,0,119,2,384,5,4014,10076,398371,2604,199186,99,North America
185,Barbados,142,0,7,0,112,0,23,0,494,24,13016,45287,287414,2024,41059,22,North America
186,Brunei,142,0,3,0,138,0,1,0,324,7,43312,98902,437928,3084,145976,10,Asia
187,Monaco,133,0,4,0,113,0,16,4,3387,102,38209,972932,39272,295,9818,1,Europe
188,Seychelles,126,0,0,0,125,0,1,0,1280,0,0,0,98413,781,0,0,Africa
189,Bhutan,110,2,0,0,96,0,14,0,142,0,55783,72210,772512,7023,0,14,Asia
190,Antigua and Barbuda,92,0,3,0,76,0,13,1,939,31,1500,15304,98016,1065,32672,65,North America
191,Liechtenstein,89,0,1,0,85,0,3,0,2334,26,900,23597,38140,429,38140,42,Europe
192,Saint Martin,78,0,3,0,44,0,31,1,2014,77,1770,45696,38734,497,12911,22,North America
193,French Polynesia,69,0,0,0,62,0,7,0,245,0,6140,21844,281085,4074,0,46,Australia/Oceania
194,St. Vincent Grenadines,57,1,0,0,52,3,5,0,514,0,2529,22788,110979,1947,0,44,North America
195,Macao,46,0,0,0,46,0,0,0,71,0,4071,6261,650266,14136,0,160,Asia
196,Curaçao,31,0,1,0,30,0,0,0,189,6,1080,6579,164167,5296,164167,152,North America
197,Fiji,27,0,1,0,18,0,8,0,30,1,6693,7460,897148,33228,897148,134,Australia/Oceania
198,Saint Lucia,25,0,0,0,24,0,1,0,136,0,3973,21625,183719,7349,0,46,North America
199,Timor-Leste,25,0,0,0,24,0,1,0,19,0,4238,3208,1321018,52841,0,312,Asia
200,Grenada,24,0,0,0,23,0,1,0,213,0,6252,55534,112580,4691,0,18,North America
201,New Caledonia,23,0,0,0,22,0,1,0,80,0,11265,39417,285792,12426,0,25,Australia/Oceania
202,Laos,20,0,0,0,19,0,1,0,3,0,31357,4303,7286616,364331,0,232,Asia
203,Dominica,18,0,0,0,18,0,0,0,250,0,1005,13957,72006,4000,0,72,North America
204,Saint Kitts and Nevis,17,0,0,0,16,0,1,0,319,0,1168,21938,53240,3132,0,46,North America
205,Greenland,14,0,0,0,14,0,0,0,247,0,6026,106127,56781,4056,0,9,North America
206,Caribbean Netherlands,13,0,0,0,7,0,6,0,495,0,424,16153,26249,2019,0,62,North America
207,Falkland Islands,13,0,0,0,13,0,0,0,3725,0,2256,646418,3490,268,0,2,South America
208,St. Barth,13,0,0,0,6,0,7,0,1316,0,1612,163158,9880,760,0,6,North America
209,Montserrat,13,0,1,0,12,0,0,0,2604,200,61,12220,4992,384,4992,82,North America
210,Vatican City,12,0,0,0,12,0,0,0,14981,0,0,0,801,67,0,0,Europe
211,Western Sahara,10,0,1,0,8,0,1,0,17,2,0,0,598803,59880,598803,0,Africa
212,MS Zaandam,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,N/A
213,British Virgin Islands,9,0,1,0,7,0,1,0,297,33,1522,50309,30253,3361,30253,20,North America
214,Saint Pierre Miquelon,4,0,0,0,1,0,3,0,691,0,0,0,5791,1448,0,0,North America
215,Anguilla,3,0,0,0,3,0,0,0,200,0,537,35759,15017,5006,0,28,North America
