,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
28,Bolivia,116598,630,5027,61,60408,1911,51163,71,9966,430,242146,20697,11699772,100,2327,48,South America
29,Ecuador,114309,542,6571,15,101723,54,6015,360,6463,371,331243,18727,17687868,155,2692,53,South America
30,Kazakhstan,105872,77,1588,65,96899,602,7385,221,5627,84,2434444,129391,18814618,178,11848,8,Asia
31,Egypt,99115,176,5440,19,73828,899,19847,41,966,53,135000,1315,102653840,1036,18870,760,Africa
32,Dominican Republic,94979,264,1738,28,68736,654,24505,207,8741,160,373001,34326,10866370,114,6252,29,North America
33,Panama,93552,570,2018,16,66974,801,24560,168,21625,466,343407,79380,4326110,46,2144,13,North America
34,Romania,88593,1053,3681,60,38454,585,46458,522,4611,192,1825272,94992,19214956,217,5220,11,Europe
35,Oman,85928,206,689,4,81024,214,4215,154,16758,134,309212,60302,5127702,60,7442,17,Asia
36,Kuwait,85811,702,534,3,77657,433,7620,90,20044,125,621616,145198,4281147,50,8017,7,Asia
37,Belgium,85236,194,9895,1,18422,7,56919,74,7349,853,2289784,197424,11598314,136,1172,5,Europe
38,China,85058,10,4634,0,80208,31,216,4,59,3,90410000,62814,1439323776,16922,310601,16,Asia
39,Sweden,84521,0,5813,5,0,0,0,19,8360,575,1094856,108294,10110062,120,1739,9,Europe
40,Guatemala,74893,819,2778,18,62935,867,9180,5,4168,155,246026,13691,17970476,240,6469,73,North America
41,Belarus,71962,119,686,5,70606,138,670,0,7616,73,1534792,162433,9448781,131,13774,6,Europe
42,Netherlands,71129,462,6230,6,0,0,0,42,4150,363,1455274,84898,17141440,241,2751,12,Europe
43,UAE,70805,574,384,0,61491,560,8930,0,7144,39,7177430,724220,9910566,140,25809,1,Asia
44,Japan,68392,527,1296,17,57823,1021,9273,234,541,10,1490975,11795,126408480,1848,97537,85,Asia
45,Poland,67922,550,2058,19,47030,392,18834,86,1795,54,2743434,72502,37839368,557,18386,14,Europe
46,Morocco,63781,1191,1184,43,48922,1327,13675,31,1725,32,1956416,52898,36984428,580,31237,19,Africa
47,Honduras,61014,840,1873,15,10396,154,48745,43,6144,189,143807,14481,9930903,163,5302,69,North America
48,Portugal,58243,231,1824,2,42104,143,14315,44,5715,179,2042805,200442,10191490,175,5587,5,Europe
49,Singapore,56852,40,27,0,55749,91,1076,0,9705,5,2068284,353058,5858196,103,216970,3,Asia
50,Nigeria,54247,239,1023,10,42010,372,11214,7,262,5,405916,1961,206970352,3815,202317,510,Africa
51,Ethiopia,53304,1173,828,19,19487,493,32989,344,462,7,928453,8044,115426640,2165,139404,124,Africa
52,Bahrain,52440,468,190,0,49395,348,2855,37,30651,111,1118837,653949,1710894,33,9005,2,Asia
53,Venezuela,47756,1028,391,5,39027,915,8338,99,1680,14,1775594,62473,28421800,595,72690,16,South America
54,Algeria,44833,339,1518,8,31493,249,11822,29,1019,35,0,0,43982404,981,28974,0,Africa
55,Ghana,44460,162,276,0,43121,158,1063,6,1426,9,442185,14182,31179652,701,112970,71,Africa
56,Kyrgyzstan,43958,60,1059,1,38649,190,4250,24,6719,162,267718,40922,6542132,149,6178,24,Asia
57,Armenia,43878,97,881,2,38356,634,4641,0,14803,297,206929,69809,2964203,68,3365,14,Asia
58,Switzerland,42393,216,2011,5,36300,200,4082,16,4892,232,1023203,118079,8665442,204,4309,8,Europe
59,Costa Rica,42184,897,443,7,16270,214,25471,149,8268,87,150106,29421,5102031,121,11517,34,North America
60,Uzbekistan,42127,234,323,3,39538,263,2266,147,1256,10,1377915,41070,33550500,796,103872,24,Asia
61,Nepal,40529,1069,239,11,22178,768,18112,0,1387,8,705560,24143,29223762,721,122275,41,Asia
62,Afghanistan,38196,31,1406,4,29231,142,7559,41,978,36,102778,2630,39071880,1023,27789,380,Asia
63,Moldova,37208,288,1008,13,25872,0,10328,575,9227,250,207925,51565,4032320,108,4000,19,Europe
64,Azerbaijan,36578,143,536,2,33977,130,2065,0,3602,53,928666,91452,10154729,278,18945,11,Asia
65,Kenya,34315,114,577,0,20211,318,13527,44,636,11,456088,8451,53965496,1573,93528,118,Africa
66,Serbia,31482,76,715,2,30053,25,714,48,3606,82,938546,107494,8731176,277,12211,9,Europe
67,Ireland,29025,214,1777,0,23364,0,3884,6,5867,359,844706,170747,4947117,170,2784,6,Europe
68,Austria,27642,204,734,1,23565,339,3343,30,3066,81,1193127,132346,9015221,326,12282,8,Europe
69,El Salvador,25820,91,724,7,14570,278,10526,261,3977,112,317809,48955,6491834,251,8967,20,North America
70,Australia,25819,73,657,5,21503,153,3659,26,1011,26,6255408,244831,25549876,990,38889,4,Australia/Oceania
71,Czechia,25117,499,425,1,18116,309,6576,34,2345,40,910872,85029,10712426,427,25206,12,Europe
72,Palestine,23281,552,159,7,15338,282,7784,0,4546,31,263288,51416,5120787,220,32206,19,Asia
73,Bosnia and Herzegovina,20234,270,620,11,13435,340,6179,0,6174,189,188733,57590,3277208,162,5286,17,Europe
74,S. Korea,20182,235,324,0,15198,225,4660,104,394,6,1959080,38206,51276856,2541,158262,26,Asia
75,Cameroon,19409,267,414,3,17651,0,1344,30,728,16,149000,5590,26653272,1373,64380,179,Africa
76,Paraguay,18338,676,348,22,9721,300,8269,85,2566,49,195554,27360,7147313,390,20538,37,South America
77,Ivory Coast,18103,36,117,0,16814,115,1172,0,684,4,128187,4840,26484492,1463,226363,207,Africa
78,Lebanon,17777,469,171,4,4988,177,12618,97,2607,25,536269,78631,6820059,384,39883,13,Asia
79,Denmark,17084,99,625,1,15300,95,1159,4,2948,108,2493863,430294,5795724,339,9273,2,Europe
80,Bulgaria,16454,188,642,13,11615,132,4197,62,2371,93,415797,59920,6939160,422,10809,17,Europe
81,Madagascar,14957,94,195,3,13915,83,847,42,538,7,58459,2102,27806444,1859,142597,476,Africa
82,Libya,14624,658,242,5,1676,217,12706,0,2123,35,114145,16574,6886992,471,28459,60,Africa
83,North Macedonia,14455,114,604,1,11525,368,2326,1,6938,290,149934,71967,2083359,144,3449,14,Europe
84,Senegal,13655,44,284,0,9484,45,3887,31,812,17,147162,8752,16815328,1231,59209,114,Africa
85,Sudan,13189,0,823,0,6612,0,5754,0,300,19,401,9,44016456,3337,53483,109767,Africa
86,Zambia,12381,284,290,2,11479,10,612,0,670,16,117761,6377,18466844,1492,63679,157,Africa
87,Norway,10871,89,264,0,9348,0,1259,1,2003,49,686202,126408,5428478,499,20562,8,Europe
88,Greece,10524,207,271,5,3804,0,6449,38,1011,26,966346,92792,10414074,990,38428,11,Europe
89,Croatia,10414,145,187,1,7735,301,2492,14,2540,46,171224,41754,4100788,394,21929,24,Europe
90,DRC,10104,7,259,1,9322,189,523,0,112,3,0,0,89996480,8907,347477,0,Africa
91,Albania,9606,93,290,6,5441,227,3875,22,3339,101,59250,20593,2877248,300,9922,49,Europe
92,Guinea,9479,70,59,0,8527,80,893,24,719,4,24530,1860,13190302,1392,223564,538,Africa
93,Malaysia,9354,14,128,1,9075,21,151,5,288,4,1253855,38656,32435830,3468,253405,26,Asia
94,French Guiana,9154,39,60,1,8707,53,387,10,30520,200,53809,179402,299936,33,4999,6,South America
95,Tajikistan,8619,36,68,0,7413,37,1138,0,900,7,0,0,9572723,1111,140775,0,Asia
96,Gabon,8533,0,53,0,7264,0,1216,2,3819,24,118395,52990,2234304,262,42157,19,Africa
97,Haiti,8230,6,203,2,5828,0,2199,0,720,18,23679,2072,11425976,1388,56286,483,North America
98,Finland,8142,56,336,0,7200,0,606,1,1469,61,668494,120619,5542214,681,16495,8,Europe
99,Maldives,8003,199,29,1,5265,110,2709,12,14762,53,113885,210071,542125,68,18694,5,Asia
100,Namibia,7692,142,81,6,3379,52,4232,16,3018,32,62446,24503,2548537,331,31463,41,Africa
101,Mauritania,7075,27,159,0,6464,0,452,3,1515,34,69937,14978,4669439,660,29368,67,Africa
102,Luxembourg,6702,25,124,0,0,0,0,2,10677,198,646620,1030181,627676,94,5062,1,Europe
103,Zimbabwe,6559,62,203,1,5241,20,1115,0,440,14,151597,10175,14899180,2272,73395,98,Africa
104,Hungary,6257,118,616,1,3821,60,1820,7,648,64,429942,44526,9656049,1543,15675,22,Europe
105,Malawi,5576,10,175,0,3420,260,1981,4,290,9,45622,2375,19210070,3445,109772,421,Africa
106,Djibouti,5387,0,60,0,5327,4,0,0,5439,61,67780,68436,990408,184,16507,15,Africa
107,Equatorial Guinea,4965,24,83,0,3884,0,998,1,3521,59,51944,36832,1410293,284,16991,27,Africa
108,Montenegro,4917,82,102,2,4058,37,757,0,7829,162,49348,78570,628080,128,6158,13,Europe
109,Hong Kong,4823,12,90,1,4380,38,353,25,642,12,780415,103953,7507357,1557,83415,10,Asia
110,CAR,4711,0,62,0,1790,0,2859,2,973,13,31126,6426,4843725,1028,78125,156,Africa
111,Nicaragua,4668,174,141,4,2913,0,1614,0,703,21,0,0,6637860,1422,47077,0,North America
112,Eswatini,4618,41,94,3,3562,33,962,11,3973,81,30327,26094,1162201,252,12364,38,Africa
113,Rwanda,4142,79,16,0,2044,31,2082,0,319,1,415329,31938,13004423,3140,812776,31,Africa
114,Suriname,4089,55,72,1,3171,31,846,19,6960,123,8881,15116,587527,144,8160,66,South America
115,Cuba,4065,33,95,1,3395,17,575,6,359,8,392785,34682,11325409,2786,119215,29,North America
116,Mozambique,4039,123,23,0,2170,0,1846,0,129,0,96387,3070,31396408,7773,1365061,326,Africa
117,Slovakia,3989,72,33,0,2478,101,1478,18,731,6,337695,61848,5460102,1369,165458,16,Europe
118,Congo,3979,0,78,0,1742,0,2159,0,718,14,0,0,5540183,1392,71028,0,Africa
119,Cabo Verde,3970,86,40,0,3423,507,507,0,7127,72,76576,137477,557009,140,13925,7,Africa
120,Tunisia,3963,160,80,3,1624,51,2259,15,335,7,146307,12357,11839580,2988,147995,81,Africa
121,Thailand,3417,5,58,0,3274,22,85,1,49,0,749213,10729,69830304,20436,1203971,93,Asia
122,Somalia,3310,0,98,0,2481,0,731,0,207,6,0,0,15964632,4823,162904,0,Africa
123,Mayotte,3301,0,40,0,2964,0,297,1,12052,146,13000,47465,273887,83,6847,21,Africa
124,Sri Lanka,3092,43,12,0,2879,11,201,0,144,0,228052,10642,21428724,6930,1785727,94,Asia
125,Uganda,3037,65,32,0,1489,201,1516,0,66,0,381749,8304,45970964,15137,1436593,120,Africa
126,Gambia,3029,66,96,0,1032,0,1901,0,1248,40,13354,5501,2427595,801,25287,182,Africa
127,Lithuania,2929,23,86,0,1857,17,986,5,1079,32,643704,237053,2715443,927,31575,4,Europe
128,Slovenia,2924,41,133,0,2323,27,468,2,1406,64,160239,77075,2078988,711,15631,13,Europe
129,Syria,2830,65,116,4,646,17,2068,0,161,7,0,0,17569888,6208,151465,0,Asia
130,Mali,2777,1,126,0,2178,9,473,0,136,6,39093,1922,20344504,7326,161464,520,Africa
131,Angola,2729,75,109,1,1084,13,1536,24,83,3,64747,1960,33029268,12103,303021,510,Africa
132,South Sudan,2527,0,47,0,1290,0,1190,0,225,4,12044,1074,11215892,4438,238636,931,Africa
133,Jamaica,2459,102,21,0,890,0,1548,6,830,7,59107,19946,2963394,1205,141114,50,North America
134,Estonia,2395,20,64,0,2112,24,219,0,1805,48,150354,113330,1326690,554,20730,9,Europe
135,Bahamas,2276,59,50,0,801,0,1425,83,5778,127,11445,29057,393882,173,7878,34,North America
136,Guinea-Bissau,2205,0,34,0,1127,0,1044,5,1116,17,1500,759,1975591,896,58106,1317,Africa
137,Benin,2145,0,40,0,1738,0,367,0,176,3,118206,9709,12174610,5676,304365,103,Africa
138,Iceland,2116,9,10,0,2007,10,99,0,6194,29,217282,636030,341622,161,34162,2,Europe
139,Aruba,2104,98,10,0,857,89,1237,7,19692,94,21523,201443,106844,51,10684,5,North America
140,Jordan,2097,63,15,0,1564,56,518,3,205,1,839241,82115,10220328,4874,681355,12,Asia
141,Sierra Leone,2028,6,71,1,1594,0,363,0,253,9,0,0,8003714,3947,112728,0,Africa
142,Yemen,1962,4,570,4,1160,29,232,0,66,19,120,4,29933668,15257,52515,249447,Asia
143,Malta,1909,26,12,0,1453,53,444,0,4321,27,192509,435790,441747,231,36812,2,Europe
144,Trinidad and Tobago,1797,38,27,5,685,9,1085,6,1283,19,23934,17092,1400271,779,51862,59,North America
145,New Zealand,1752,14,22,0,1598,13,132,10,350,4,766626,153261,5002100,2855,227368,7,Australia/Oceania
146,Botswana,1724,0,6,0,493,0,1225,1,731,3,116728,49472,2359455,1369,393243,20,Africa
147,Réunion,1714,35,9,0,880,0,825,2,1912,10,35419,39512,896405,523,99601,25,Africa
148,Uruguay,1611,16,44,0,1419,10,148,3,463,13,175080,50371,3475809,2158,78996,20,South America
149,Georgia,1510,23,19,0,1253,13,238,0,379,5,370858,92998,3987826,2641,209886,11,Asia
150,Cyprus,1490,2,21,1,1139,0,330,5,1233,17,286736,237195,1208862,811,57565,4,Asia
151,Togo,1416,16,28,0,1035,30,353,0,170,3,66141,7959,8310403,5869,296800,126,Africa
152,Latvia,1404,8,34,0,1173,10,197,1,746,18,253818,134833,1882465,1341,55367,7,Europe
153,Guyana,1373,67,41,2,742,24,590,11,1744,52,8822,11207,787205,573,19200,89,South America
154,Burkina Faso,1370,2,55,0,1075,17,240,0,65,3,0,0,20995720,15325,381740,0,Africa
155,Liberia,1305,1,82,0,1158,286,65,0,257,16,0,0,5077085,3890,61916,0,Africa
156,Guadeloupe,1269,0,16,0,336,0,917,8,3171,40,30463,76132,400136,315,25009,13,North America
157,Andorra,1184,8,53,0,908,0,223,3,15320,686,137457,1778550,77286,65,1458,1,Europe
158,Niger,1176,0,69,0,1088,0,19,0,48,3,9052,372,24344060,20701,352812,2689,Africa
159,Lesotho,1085,0,31,0,528,0,526,0,506,14,15632,7287,2145147,1977,69198,137,Africa
160,Belize,1050,43,13,0,213,40,824,3,2633,33,8460,21212,398825,380,30679,47,North America
161,Vietnam,1044,0,34,0,735,28,275,0,11,0,1009145,10352,97487624,93379,2867283,97,Asia
162,Chad,1017,4,77,0,884,4,56,0,62,5,0,0,16501584,16226,214306,0,Africa
163,Myanmar,919,37,6,0,357,3,556,0,17,0,157843,2898,54472256,59273,9078710,345,Asia
164,Sao Tome and Principe,896,0,15,0,853,2,28,0,4076,68,3843,17481,219833,245,14656,57,Africa
165,Martinique,747,132,18,2,98,0,631,3,1991,48,12942,34492,375214,502,20845,29,North America
166,San Marino,715,0,42,0,660,0,13,0,21065,1237,6865,202251,33943,47,808,5,Europe
167,Diamond Princess,712,0,13,0,651,0,48,4,0,0,0,0,0,0,0,0,N/A
168,Channel Islands,630,5,48,0,545,0,37,0,3618,276,83755,480975,174136,276,3628,2,Europe
169,French Polynesia,573,0,0,0,205,0,368,4,2038,0,14463,51436,281187,491,0,19,Australia/Oceania
170,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,60007732,117893,2857511,0,Africa
171,Turks and Caicos,508,1,4,1,200,0,304,3,13091,103,2430,62621,38805,76,9701,16,North America
172,Taiwan,488,0,7,0,462,0,19,0,20,0,87646,3679,23824252,48820,3403465,272,Asia
173,Sint Maarten,476,13,17,0,200,21,259,8,11081,396,2281,53098,42958,90,2527,19,North America
174,Papua New Guinea,460,1,5,0,232,0,223,0,51,0,15592,1737,8975067,19511,1795013,576,Australia/Oceania
175,Burundi,445,0,1,0,357,0,87,0,37,0,24659,2064,11947482,26848,11947482,485,Africa
176,Comoros,427,4,7,0,410,11,10,0,489,8,0,0,872645,2044,124664,0,Africa
177,Faeroe Islands,411,0,0,0,374,0,37,2,8406,0,97762,1999427,48895,119,0,1,Europe
178,Mauritius,356,0,10,0,335,0,11,0,280,8,227409,178762,1272134,3573,127213,6,Africa
179,Isle of Man,336,0,24,0,312,0,0,0,3948,282,10070,118317,85110,253,3546,8,Europe
180,Eritrea,319,0,0,0,284,0,35,0,90,0,0,0,3554662,11143,0,0,Africa
181,Mongolia,304,3,0,0,295,0,9,1,92,0,54413,16554,3287097,10813,0,60,Asia
182,Gibraltar,290,2,0,0,237,5,53,0,8608,0,34412,1021461,33689,116,0,1,Europe
183,Cambodia,274,0,0,0,266,0,8,1,16,0,98687,5889,16757816,61160,0,170,Asia
184,Bhutan,225,1,0,0,142,2,83,0,291,0,100081,129463,773046,3436,0,8,Asia
185,Saint Martin,213,0,5,0,79,0,129,11,5493,129,2756,71075,38776,182,7755,14,North America
186,Cayman Islands,205,0,1,0,204,2,0,0,3113,15,35574,540211,65852,321,65852,2,North America
187,Barbados,176,2,7,0,146,0,23,0,612,24,17332,60299,287436,1633,41062,17,North America
188,Bermuda,172,0,9,0,157,2,6,0,2764,145,45756,735178,62238,362,6915,1,North America
189,Brunei,144,0,3,0,139,0,2,0,329,7,51856,118341,438191,3043,146064,8,Asia
190,Monaco,140,2,1,0,90,1,49,1,3563,25,51953,1322296,39290,281,39290,1,Europe
191,Seychelles,136,0,0,0,127,0,9,0,1381,0,0,0,98451,724,0,0,Africa
192,Liechtenstein,107,0,1,0,97,0,9,0,2805,26,900,23593,38147,357,38147,42,Europe
193,Antigua and Barbuda,94,0,3,0,91,0,0,1,959,31,1946,19844,98067,1043,32689,50,North America
194,Curaçao,69,1,1,0,35,0,33,0,420,6,1080,6577,164209,2380,164209,152,North America
195,St. Vincent Grenadines,61,1,0,0,57,0,4,0,550,0,3805,34279,111001,1820,0,29,North America
196,British Virgin Islands,47,0,1,0,8,0,38,0,1553,33,2853,94267,30265,644,30265,11,North America
197,Macao,46,0,0,0,46,0,0,0,71,0,4071,6255,650822,14148,0,160,Asia
198,Fiji,29,1,2,0,23,0,4,1,32,2,7986,8897,897556,30950,448778,112,Australia/Oceania
199,Timor-Leste,27,0,0,0,25,0,2,0,20,0,5146,3891,1322599,48985,0,257,Asia
200,Saint Lucia,26,0,0,0,25,0,1,0,141,0,5651,30750,183772,7068,0,33,North America
201,Grenada,24,0,0,0,24,0,0,0,213,0,6252,55518,112613,4692,0,18,North America
202,New Caledonia,23,0,0,0,23,0,0,0,80,0,12618,44124,285964,12433,0,23,Australia/Oceania
203,Laos,22,0,0,0,21,0,1,0,3,0,39460,5410,7293253,331512,0,185,Asia
204,Dominica,20,0,0,0,18,0,2,0,278,0,2077,28840,72017,3601,0,35,North America
205,St. Barth,18,0,0,0,13,0,5,0,1821,0,2075,209978,9882,549,0,5,North America
206,Saint Kitts and Nevis,17,0,0,0,17,0,0,0,319,0,1564,29364,53263,3133,0,34,North America
207,Caribbean Netherlands,16,1,0,0,7,0,9,0,609,0,900,34267,26264,1642,0,29,North America
208,Greenland,14,0,0,0,14,0,0,0,247,0,6727,118460,56787,4056,0,8,North America
209,Montserrat,13,0,1,0,12,0,0,0,2604,200,328,65692,4993,384,4993,15,North America
210,Falkland Islands,13,0,0,0,13,0,0,0,3719,0,2256,645309,3496,269,0,2,South America
211,Vatican City,12,0,0,0,12,0,0,0,14981,0,0,0,801,67,0,0,Europe
212,Western Sahara,10,0,1,0,8,0,1,0,17,2,0,0,599728,59973,599728,0,Africa
213,MS Zaandam,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,N/A
214,Saint Pierre Miquelon,5,0,0,0,4,0,1,0,864,0,1051,181551,5789,1158,0,6,North America
215,Anguilla,3,0,0,0,3,0,0,0,200,0,808,53773,15026,5009,0,19,North America
