,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
18,Turkey,244392,1212,5891,18,227089,934,11412,632,2894,70,5454988,64599,84443200,346,14334,15,Asia
19,Germany,220850,1320,9276,8,199900,1000,11674,224,2635,111,8586648,102447,83815640,380,9036,10,Europe
20,France,206696,2524,30371,17,83472,235,92853,379,3166,465,5500000,84239,65290668,316,2150,12,Europe
21,Iraq,160436,3441,5588,57,114541,2439,40307,592,3979,139,1203883,29858,40320856,251,7216,33,Asia
22,Philippines,143749,4444,2404,93,68997,636,72348,389,1310,22,1853010,16884,109746632,763,45652,59,Asia
23,Indonesia,130718,1942,5903,79,85798,2088,39017,0,477,22,1783673,6513,273855744,2095,46393,154,Asia
24,Canada,120844,423,9006,15,107148,402,4690,2292,3199,238,4581083,121255,37780440,313,4195,8,North America
25,Qatar,113938,292,190,2,110627,303,3121,75,40579,68,533995,190182,2807805,25,14778,5,Asia
26,Kazakhstan,100855,691,1269,0,74677,975,24909,221,5364,67,2183308,116119,18802348,186,14817,9,Asia
27,Ecuador,97110,1547,5984,33,78887,277,12239,348,5495,339,272000,15391,17673220,182,2953,65,South America
28,Egypt,95963,129,5085,26,55901,1013,34977,41,936,50,135000,1316,102548216,1069,20167,760,Africa
29,Bolivia,93328,1693,3761,49,31753,930,57814,71,7983,322,198178,16951,11691069,125,3109,59,South America
30,Israel,88151,1558,639,17,62109,2029,25403,369,9584,69,1996966,217118,9197590,104,14394,5,Asia
31,China,84737,25,4634,0,79342,58,761,40,59,3,90410000,62814,1439323776,16986,310601,16,Asia
32,Ukraine,84548,1433,1970,19,45686,752,36892,129,1935,45,1214941,27801,43701572,517,22184,36,Europe
33,Sweden,83455,0,5774,5,0,0,0,33,8257,571,917036,90736,10106627,121,1750,11,Europe
34,Oman,82299,249,539,6,77072,352,4688,165,16072,105,309212,60386,5120582,62,9500,17,Asia
35,Dominican Republic,82224,1130,1371,25,47095,1429,33758,300,7571,126,304501,28038,10860430,132,7922,36,North America
36,Panama,77377,913,1703,23,51597,932,24077,162,17901,394,258224,59741,4322396,56,2538,17,North America
37,Belgium,75008,388,9885,6,17841,49,47282,77,6469,852,1888690,162880,11595564,155,1173,6,Europe
38,Kuwait,73785,717,489,3,65451,692,7845,117,17249,114,543858,127138,4277694,58,8748,8,Asia
39,Belarus,69102,97,595,3,65893,674,2614,0,7313,63,1384026,146474,9448950,137,15881,7,Europe
40,Romania,65177,1415,2807,43,31048,463,31322,485,3391,146,1427626,74271,19221932,295,6848,13,Europe
41,UAE,63212,246,358,0,57193,232,5661,0,6382,36,5700145,575538,9904037,157,27665,2,Asia
42,Netherlands,60627,654,6161,2,0,0,0,35,3537,359,1195475,69750,17139376,283,2782,14,Europe
43,Guatemala,59089,1123,2267,34,47394,952,9428,5,3291,126,185374,10326,17952340,304,7919,97,North America
44,Singapore,55395,42,27,0,50520,392,4848,0,9460,5,1610906,275101,5855685,106,216877,4,Asia
45,Poland,53676,715,1830,9,37611,461,14235,76,1418,48,2281604,60293,37841624,705,20678,17,Europe
46,Portugal,53223,278,1764,3,38940,180,12519,40,5221,173,1783267,174948,10193108,192,5778,6,Europe
47,Japan,50210,1282,1059,7,34888,913,14263,177,397,8,1058164,8370,126429536,2518,119386,119,Asia
48,Honduras,48403,531,1515,9,6805,156,40083,44,4878,153,118409,11934,9922288,205,6549,84,North America
49,Nigeria,47743,453,956,0,33943,334,12844,7,231,5,338084,1636,206690304,4329,216203,611,Africa
50,Bahrain,45264,460,166,1,41836,332,3262,38,26507,97,933762,546813,1707644,38,10287,2,Asia
51,Ghana,41572,168,223,8,39320,265,2029,6,1335,7,416988,13389,31144138,749,139660,75,Africa
52,Armenia,40794,201,806,3,33492,335,6496,0,13764,272,179032,60404,2963902,73,3677,17,Asia
53,Kyrgyzstan,40759,304,1484,6,32997,263,6278,24,6236,227,267718,40959,6536245,160,4404,24,Asia
54,Afghanistan,37345,76,1354,10,26694,279,9297,31,957,35,97199,2491,39023856,1045,28821,401,Asia
55,Switzerland,37169,274,1991,1,32700,300,2478,23,4291,230,854885,98694,8661989,233,4351,10,Europe
56,Algeria,36699,495,1333,11,25627,364,9739,53,835,30,0,0,43939076,1197,32963,0,Africa
57,Morocco,36694,1499,556,23,25677,292,10461,31,993,15,1516402,41028,36960528,1007,66476,24,Africa
58,Azerbaijan,33824,93,497,2,31058,202,2269,0,3332,49,804513,79264,10149740,300,20422,13,Asia
59,Uzbekistan,32465,718,210,6,25106,1402,7149,428,968,6,1377915,41102,33523982,1033,159638,24,Asia
60,Venezuela,29088,1150,247,9,21042,1336,7799,81,1023,9,1611225,56681,28426184,977,115086,18,South America
61,Serbia,28751,254,658,6,18965,0,9128,87,3292,75,770997,88285,8733091,304,13272,11,Europe
62,Moldova,28697,474,863,6,19998,258,7836,362,7116,214,128076,31758,4032830,141,4673,31,Europe
63,Kenya,28104,679,456,18,14610,743,13038,44,521,8,369091,6848,53900624,1918,118203,146,Africa
64,Ireland,26838,37,1774,1,23364,0,1700,6,5428,359,680602,137659,4944104,184,2787,7,Europe
65,Ethiopia,25118,943,463,23,11034,338,13621,190,218,4,535431,4645,115270560,4589,248964,215,Africa
66,Costa Rica,25057,549,263,8,8189,218,16605,88,4914,52,108819,21339,5099492,204,19390,47,North America
67,Nepal,24432,484,91,8,16728,64,7613,0,837,3,785581,26908,29195088,1195,320825,37,Asia
68,Austria,22439,194,724,1,20268,145,1447,25,2490,80,983018,109074,9012418,402,12448,9,Europe
69,Australia,22127,414,352,21,12779,392,8996,51,867,14,5030086,196998,25533712,1154,72539,5,Australia/Oceania
70,El Salvador,21644,375,577,7,10056,181,11011,484,3335,89,268539,41377,6490049,300,11248,24,North America
71,Czechia,19075,292,391,0,13407,185,5277,24,1781,37,767598,71662,10711344,562,27395,14,Europe
72,Cameroon,18263,50,401,3,15320,0,2542,30,686,15,149000,5598,26617052,1457,66377,179,Africa
73,Ivory Coast,16847,0,105,0,13321,0,3421,0,637,4,110359,4173,26448690,1570,251892,240,Africa
74,Palestine,15184,309,105,1,8369,188,6710,0,2969,21,214862,42012,5114289,337,48708,24,Asia
75,Denmark,15070,111,621,0,13066,78,1383,1,2601,107,1804613,311429,5794612,385,9331,3,Europe
76,Bosnia and Herzegovina,14961,253,453,6,8827,416,5681,0,4564,138,156047,47600,3278317,219,7237,21,Europe
77,S. Korea,14714,54,305,0,13786,57,623,15,287,6,1646652,32114,51274452,3485,168113,31,Asia
78,Bulgaria,13893,171,482,11,8479,325,4932,63,2001,69,318974,45948,6942002,500,14402,22,Europe
79,Madagascar,13397,80,156,4,11529,253,1712,103,482,6,49957,1799,27767416,2073,177996,556,Africa
80,North Macedonia,12217,134,530,1,8487,239,3200,6,5864,254,119102,57168,2083364,171,3931,17,Europe
81,Sudan,12033,0,786,0,6282,0,4965,0,274,18,401,9,43960364,3653,55929,109627,Africa
82,Senegal,11587,207,242,4,7523,74,3822,52,690,14,123824,7374,16791136,1449,69385,136,Africa
83,Norway,9783,33,256,0,8857,0,670,2,1803,47,508770,93762,5426165,555,21196,11,Europe
84,DRC,9538,39,225,0,8421,46,892,0,106,3,0,0,89847024,9420,399320,0,Africa
85,Malaysia,9114,11,125,0,8817,8,172,1,281,4,1074020,33135,32413170,3556,259305,30,Asia
86,Zambia,8501,226,246,5,7233,229,1022,0,461,13,95593,5184,18438600,2169,74954,193,Africa
87,French Guiana,8423,63,50,1,7713,81,660,18,28122,167,43220,144301,299512,36,5990,7,South America
88,Guinea,8116,98,50,0,7060,40,1006,24,616,4,14407,1094,13170766,1623,263415,914,Africa
89,Gabon,8077,71,51,0,5920,97,2106,9,3620,23,96203,43113,2231427,276,43753,23,Africa
90,Paraguay,8018,499,93,7,5384,58,2541,35,1123,13,144517,20233,7142527,891,76801,49,South America
91,Tajikistan,7912,41,63,0,6696,43,1153,0,828,7,0,0,9560989,1208,151762,0,Asia
92,Haiti,7743,94,187,4,5123,141,2433,0,678,16,18933,1658,11418382,1475,61061,603,North America
93,Finland,7642,19,333,0,7050,70,259,1,1379,60,431318,77831,5541745,725,16642,13,Europe
94,Lebanon,7413,292,89,2,2407,30,4917,44,1087,13,383947,56283,6821721,920,76649,18,Asia
95,Luxembourg,7300,58,122,0,6262,40,916,3,11641,195,661307,1054516,627119,86,5140,1,Europe
96,Albania,6817,141,208,3,3552,72,3057,20,2369,72,42854,14893,2877419,422,13834,67,Europe
97,Mauritania,6622,24,157,0,5741,37,724,3,1420,34,58147,12471,4662738,704,29699,80,Africa
98,Libya,6611,309,132,0,778,38,5701,0,961,19,68201,9910,6881885,1041,52135,101,Africa
99,Greece,6177,235,216,2,3804,0,2157,24,593,21,679785,65258,10416842,1686,48226,15,Europe
100,Croatia,5870,130,160,0,5024,62,686,8,1431,39,132292,32249,4102164,699,25639,31,Europe
101,Maldives,5366,143,21,1,2884,35,2461,12,9908,39,91903,169686,541605,101,25791,6,Asia
102,Djibouti,5358,10,59,0,5150,17,149,0,5414,60,61903,62552,989622,185,16773,16,Africa
103,Zimbabwe,4893,75,122,18,1620,96,3151,0,329,8,149748,10059,14887351,3043,122027,99,Africa
104,Equatorial Guinea,4821,0,83,0,2182,0,2556,0,3425,59,44356,31508,1407761,292,16961,32,Africa
105,Hungary,4768,22,605,0,3529,2,634,5,494,63,366356,37935,9657384,2025,15963,26,Europe
106,Malawi,4752,38,152,0,2529,52,2071,4,248,8,35751,1864,19182968,4037,126204,537,Africa
107,CAR,4652,7,61,0,1728,5,2863,2,961,13,29930,6185,4839131,1040,79330,162,Africa
108,Hong Kong,4244,62,63,5,3189,137,992,30,566,8,692430,92274,7504037,1768,119112,11,Asia
109,Nicaragua,4115,0,128,0,2913,0,1074,0,620,19,0,0,6633554,1612,51825,0,North America
110,Montenegro,3813,65,73,2,2638,80,1102,0,6071,116,40868,65069,628076,165,8604,15,Europe
111,Congo,3745,0,60,0,1625,0,2060,0,677,11,0,0,5532739,1477,92212,0,Africa
112,Eswatini,3525,115,63,0,1910,190,1552,10,3035,54,27837,23965,1161545,330,18437,42,Africa
113,Namibia,3406,177,22,3,835,120,2549,12,1338,9,36287,14252,2546020,748,115728,70,Africa
114,Thailand,3356,5,58,0,3169,6,129,1,48,0,749213,10731,69820760,20805,1203806,93,Asia
115,Somalia,3227,0,93,0,1728,0,1406,2,202,6,0,0,15940309,4940,171401,0,Africa
116,Cuba,3128,35,88,0,2504,32,536,6,276,8,309908,27363,11325786,3621,128702,37,North America
117,Mayotte,3091,0,39,0,2835,0,217,1,11301,143,13000,47527,273527,88,7014,21,Africa
118,Cabo Verde,3000,80,33,0,2172,24,795,0,5389,59,61633,110715,556680,186,16869,9,Africa
119,Sri Lanka,2881,1,11,0,2638,16,232,1,134,0,166737,7783,21423832,7436,1947621,128,Asia
120,Slovakia,2690,75,31,0,1884,10,775,4,493,6,284111,52035,5459958,2030,176128,19,Europe
121,Suriname,2653,94,39,0,1789,77,825,15,4518,66,4060,6914,587240,221,15057,145,South America
122,Mali,2582,5,125,0,1977,4,480,0,127,6,28652,1411,20312502,7867,162500,709,Africa
123,Mozambique,2559,78,19,2,951,41,1589,0,82,0,72461,2311,31348372,12250,1649914,433,Africa
124,South Sudan,2477,5,47,0,1175,0,1255,0,221,4,12044,1075,11208723,4525,238483,931,Africa
125,Lithuania,2309,26,81,0,1683,4,545,6,850,30,561555,206644,2717503,1177,33549,5,Europe
126,Slovenia,2303,31,129,0,1960,0,214,2,1108,62,137845,66304,2078972,903,16116,15,Europe
127,Rwanda,2189,18,8,1,1524,46,657,0,169,0,314539,24220,12986826,5933,1623353,41,Africa
128,Estonia,2174,7,63,0,1975,7,136,0,1639,47,129633,97715,1326642,610,21058,10,Europe
129,Guinea-Bissau,2088,0,29,0,1015,0,1044,5,1058,15,1500,760,1973042,945,68036,1315,Africa
130,Benin,2014,13,38,0,1681,0,295,0,166,3,101987,8389,12157199,6036,319926,119,Africa
131,Iceland,1972,4,10,0,1847,3,115,1,5774,29,168233,492627,341502,173,34150,2,Europe
132,Sierra Leone,1937,5,69,0,1483,5,385,0,242,9,0,0,7994833,4127,115867,0,Africa
133,Yemen,1841,10,528,5,937,22,376,0,62,18,120,4,29897690,16240,56624,249147,Asia
134,Tunisia,1780,42,52,0,1278,6,450,9,150,4,107534,9088,11832827,6648,227554,110,Africa
135,Angola,1762,27,80,0,577,2,1105,20,53,2,64747,1964,32973140,18713,412164,509,Africa
136,New Zealand,1579,9,22,0,1531,5,26,0,316,4,498480,99654,5002100,3168,227368,10,Australia/Oceania
137,Gambia,1477,131,33,1,247,20,1197,0,609,14,5834,2407,2423871,1641,73451,415,Africa
138,Uruguay,1393,8,37,0,1163,6,193,5,401,11,137186,39476,3475153,2495,93923,25,South America
139,Uganda,1332,19,9,0,1139,1,184,0,29,0,304485,6635,45891648,34453,5099072,151,Africa
140,Syria,1327,0,53,0,385,0,889,0,76,3,0,0,17546590,13223,331068,0,Asia
141,Latvia,1303,10,32,0,1078,0,193,0,692,17,218756,116137,1883597,1446,58862,9,Europe
142,Jordan,1303,20,11,0,1215,26,77,3,128,1,665653,65166,10214797,7839,928618,15,Asia
143,Cyprus,1291,14,20,0,870,0,401,5,1068,17,239630,198306,1208382,936,60419,5,Asia
144,Georgia,1278,14,17,0,1058,4,203,0,320,4,258525,64822,3988243,3121,234603,15,Asia
145,Liberia,1252,2,82,1,738,2,432,0,247,16,0,0,5070572,4050,61836,0,Africa
146,Burkina Faso,1213,2,54,0,995,5,164,0,58,3,0,0,20964284,17283,388227,0,Africa
147,Malta,1190,49,9,0,695,3,486,0,2694,20,147411,333749,441682,371,49076,3,Europe
148,Niger,1161,3,69,0,1075,10,17,0,48,3,9052,373,24295884,20927,352114,2684,Africa
149,Togo,1092,22,26,0,782,30,284,2,132,3,50218,6051,8299771,7601,319222,165,Africa
150,Botswana,1066,0,2,0,80,0,984,1,452,0,80163,34013,2356855,2211,1178428,29,Africa
151,Jamaica,1047,16,14,0,753,8,280,0,353,5,44371,14977,2962689,2830,211621,67,North America
152,Bahamas,1036,47,15,0,122,6,899,1,2632,38,7096,18025,393677,380,26245,55,North America
153,Andorra,977,14,53,1,855,16,69,1,12642,686,3750,48525,77280,79,1458,21,Europe
154,Chad,949,3,76,0,859,0,14,0,58,5,0,0,16475724,17361,216786,0,Africa
155,Vietnam,883,17,17,1,409,10,457,0,9,0,621823,6382,97439816,110351,5731754,157,Asia
156,Sao Tome and Principe,882,1,15,0,807,3,60,0,4016,68,3190,14526,219610,249,14641,69,Africa
157,Lesotho,798,17,24,0,175,0,599,0,372,11,8771,4091,2144221,2687,89343,244,Africa
158,Aruba,798,81,3,0,114,0,681,0,7471,28,14047,131503,106819,134,35606,8,North America
159,Réunion,734,32,5,0,631,0,98,4,819,6,35419,39528,896056,1221,179211,25,Africa
160,Diamond Princess,712,0,13,0,651,0,48,4,0,0,0,0,0,0,0,0,N/A
161,San Marino,699,0,42,0,657,0,0,0,20596,1238,6068,178791,33939,49,808,6,Europe
162,Guyana,623,21,22,0,191,2,410,5,792,28,5462,6940,786998,1263,35773,144,South America
163,Channel Islands,603,4,47,0,545,0,11,0,3465,270,52055,299084,174048,289,3703,3,Europe
164,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,59914388,117710,2853066,0,Africa
165,Taiwan,481,1,7,0,450,7,24,0,20,0,83828,3519,23821904,49526,3403129,284,Asia
166,Burundi,409,1,1,0,315,0,93,0,34,0,17306,1451,11928046,29164,11928046,689,Africa
167,Comoros,399,0,7,0,379,0,13,0,458,8,0,0,871630,2185,124519,0,Africa
168,Guadeloupe,367,50,14,0,289,103,64,4,917,35,21269,53155,400132,1090,28581,19,North America
169,Myanmar,361,1,6,0,318,5,37,0,7,0,127726,2346,54452360,150838,9075393,426,Asia
170,Mauritius,344,0,10,0,334,0,0,0,270,8,205285,161385,1272019,3698,127202,6,Africa
171,Faeroe Islands,339,21,0,0,225,0,114,0,6935,0,63847,1306065,48885,144,0,1,Europe
172,Isle of Man,336,0,24,0,312,0,0,0,3949,282,8958,105282,85086,253,3545,9,Europe
173,Martinique,336,0,16,0,98,0,222,2,895,43,12227,32585,375230,1117,23452,31,North America
174,Trinidad and Tobago,326,26,8,0,139,0,179,0,233,6,12122,8658,1400024,4295,175003,115,North America
175,Mongolia,293,0,0,0,269,6,24,1,89,0,41584,12662,3284210,11209,0,79,Asia
176,Papua New Guinea,287,73,3,0,78,7,206,0,32,0,11920,1329,8965791,31240,2988597,752,Australia/Oceania
177,Eritrea,285,0,0,0,248,0,37,0,80,0,0,0,3551980,12463,0,0,Africa
178,Cambodia,268,2,0,0,220,0,48,1,16,0,75034,4481,16745169,62482,0,223,Asia
179,Turks and Caicos,224,8,2,0,39,0,183,3,5777,52,1520,39200,38776,173,19388,26,North America
180,Sint Maarten,219,14,17,0,102,9,100,3,5101,396,1502,34986,42932,196,2525,29,North America
181,Belize,210,33,2,0,32,0,176,2,527,5,4259,10689,398430,1897,199215,94,North America
182,Cayman Islands,203,0,1,0,202,0,0,0,3085,15,31881,484440,65810,324,65810,2,North America
183,Gibraltar,203,1,0,0,187,0,16,0,6026,0,25570,758979,33690,166,0,1,Europe
184,Bermuda,159,0,9,0,145,1,5,0,2554,145,30213,485349,62250,392,6917,2,North America
185,Barbados,144,1,7,0,115,3,22,0,501,24,13489,46932,287417,1996,41060,21,North America
186,Brunei,142,0,3,0,138,0,1,0,324,7,43312,98894,437962,3084,145987,10,Asia
187,Monaco,141,3,4,0,114,1,23,4,3590,102,38209,972883,39274,279,9819,1,Europe
188,French Polynesia,139,27,0,0,64,2,75,1,494,0,6525,23213,281098,2022,0,43,Australia/Oceania
189,Seychelles,127,0,0,0,126,0,1,0,1290,0,0,0,98418,775,0,0,Africa
190,Bhutan,113,0,0,0,97,0,16,0,146,0,56130,72652,772582,6837,0,14,Asia
191,Antigua and Barbuda,92,0,3,0,76,0,13,1,939,31,1734,17690,98023,1065,32674,57,North America
192,Liechtenstein,90,1,1,0,87,0,2,0,2360,26,900,23597,38141,424,38141,42,Europe
193,Saint Martin,84,0,4,0,44,0,36,1,2168,103,1899,49019,38740,461,9685,20,North America
194,St. Vincent Grenadines,57,0,0,0,52,0,5,0,514,0,2529,22787,110982,1947,0,44,North America
195,Macao,46,0,0,0,46,0,0,0,71,0,4071,6260,650338,14138,0,160,Asia
196,Curaçao,32,0,1,0,30,0,1,0,195,6,1080,6578,164172,5130,164172,152,North America
197,Fiji,27,0,1,0,18,0,8,0,30,1,6693,7460,897201,33230,897201,134,Australia/Oceania
198,Saint Lucia,25,0,0,0,25,0,0,0,136,0,4274,23263,183726,7349,0,43,North America
199,Timor-Leste,25,0,0,0,24,0,1,0,19,0,4238,3208,1321224,52849,0,312,Asia
200,Grenada,24,0,0,0,23,0,1,0,213,0,6252,55532,112584,4691,0,18,North America
201,New Caledonia,23,0,0,0,22,0,1,0,80,0,11265,39414,285814,12427,0,25,Australia/Oceania
202,Laos,20,0,0,0,19,0,1,0,3,0,32114,4407,7287482,364374,0,227,Asia
203,Dominica,18,0,0,0,18,0,0,0,250,0,1005,13957,72007,4000,0,72,North America
204,Saint Kitts and Nevis,17,0,0,0,17,0,0,0,319,0,1294,24304,53243,3132,0,41,North America
205,Greenland,14,0,0,0,14,0,0,0,247,0,6137,108080,56782,4056,0,9,North America
206,Montserrat,13,0,1,0,12,0,0,0,2604,200,61,12220,4992,384,4992,82,North America
207,Caribbean Netherlands,13,0,0,0,7,0,6,0,495,0,424,16152,26251,2019,0,62,North America
208,Falkland Islands,13,0,0,0,13,0,0,0,3724,0,2256,646233,3491,269,0,2,South America
209,St. Barth,13,0,0,0,6,0,7,0,1316,0,1612,163141,9881,760,0,6,North America
210,Vatican City,12,0,0,0,12,0,0,0,14981,0,0,0,801,67,0,0,Europe
211,Western Sahara,10,0,1,0,8,0,1,0,17,2,0,0,598924,59892,598924,0,Africa
212,MS Zaandam,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,N/A
213,British Virgin Islands,9,0,1,0,7,0,1,0,297,33,1522,50307,30254,3362,30254,20,North America
214,Saint Pierre Miquelon,4,0,0,0,1,0,3,0,691,0,0,0,5791,1448,0,0,North America
215,Anguilla,3,0,0,0,3,0,0,0,200,0,537,35757,15018,5006,0,28,North America
